in s,C1 in V,C2 in V
-7.45200E-02,9.149180E+00,8.126133E+00
-7.44960E-02,9.002695E+00,7.999180E+00
-7.44960E-02,9.149180E+00,8.145664E+00
-7.44720E-02,9.002695E+00,8.018711E+00
-7.44720E-02,9.149180E+00,8.145664E+00
-7.44480E-02,9.012461E+00,8.018711E+00
-7.44480E-02,9.149180E+00,8.155430E+00
-7.44240E-02,9.012461E+00,8.028477E+00
-7.44240E-02,9.158945E+00,8.165195E+00
-7.44000E-02,9.012461E+00,8.038242E+00
-7.44000E-02,9.168711E+00,8.184727E+00
-7.43760E-02,9.002695E+00,8.038242E+00
-7.43760E-02,9.168711E+00,8.194492E+00
-7.43520E-02,9.002695E+00,8.048008E+00
-7.43520E-02,9.168711E+00,8.204258E+00
-7.43280E-02,9.012461E+00,8.048008E+00
-7.43280E-02,9.168711E+00,8.214023E+00
-7.43040E-02,9.012461E+00,8.057773E+00
-7.43040E-02,9.168711E+00,8.214023E+00
-7.42800E-02,9.002695E+00,8.067539E+00
-7.42800E-02,9.168711E+00,8.223789E+00
-7.42560E-02,9.002695E+00,8.067539E+00
-7.42560E-02,9.168711E+00,8.233555E+00
-7.42320E-02,9.012461E+00,8.087070E+00
-7.42320E-02,9.168711E+00,8.253086E+00
-7.42080E-02,9.012461E+00,8.087070E+00
-7.42080E-02,9.168711E+00,8.253086E+00
-7.41840E-02,9.022227E+00,8.087070E+00
-7.41840E-02,9.168711E+00,8.253086E+00
-7.41600E-02,9.031992E+00,8.106602E+00
-7.41600E-02,9.168711E+00,8.262852E+00
-7.41360E-02,9.002695E+00,8.116367E+00
-7.41360E-02,9.188242E+00,8.262852E+00
-7.41120E-02,9.002695E+00,8.116367E+00
-7.41120E-02,9.188242E+00,8.282383E+00
-7.40880E-02,9.012461E+00,8.126133E+00
-7.40880E-02,9.188242E+00,8.282383E+00
-7.40640E-02,9.002695E+00,8.126133E+00
-7.40640E-02,9.188242E+00,8.292148E+00
-7.40400E-02,9.002695E+00,8.135898E+00
-7.40400E-02,9.207773E+00,8.301914E+00
-7.40160E-02,9.002695E+00,8.155430E+00
-7.40160E-02,9.207773E+00,8.321445E+00
-7.39920E-02,9.002695E+00,8.155430E+00
-7.39920E-02,9.207773E+00,8.321445E+00
-7.39680E-02,9.022227E+00,8.165195E+00
-7.39680E-02,9.198008E+00,8.331211E+00
-7.39440E-02,9.022227E+00,8.174961E+00
-7.39440E-02,9.198008E+00,8.331211E+00
-7.39200E-02,9.022227E+00,8.184727E+00
-7.39200E-02,9.198008E+00,8.360508E+00
-7.38960E-02,9.031992E+00,8.194492E+00
-7.38960E-02,9.198008E+00,8.360508E+00
-7.38720E-02,9.041758E+00,8.194492E+00
-7.38720E-02,9.198008E+00,8.370273E+00
-7.38480E-02,9.031992E+00,8.194492E+00
-7.38480E-02,9.207773E+00,8.380039E+00
-7.38240E-02,9.031992E+00,8.204258E+00
-7.38240E-02,9.207773E+00,8.380039E+00
-7.38000E-02,9.031992E+00,8.214023E+00
-7.38000E-02,9.217539E+00,8.438633E+00
-7.37760E-02,9.031992E+00,8.214023E+00
-7.37760E-02,9.227305E+00,8.438633E+00
-7.37520E-02,9.031992E+00,8.233555E+00
-7.37520E-02,9.227305E+00,8.409336E+00
-7.37280E-02,9.041758E+00,8.233555E+00
-7.37280E-02,9.217539E+00,8.409336E+00
-7.37040E-02,9.031992E+00,8.233555E+00
-7.37040E-02,9.227305E+00,8.438633E+00
-7.36800E-02,9.031992E+00,8.243320E+00
-7.36800E-02,9.227305E+00,8.438633E+00
-7.36560E-02,9.031992E+00,8.253086E+00
-7.36560E-02,9.207773E+00,8.438633E+00
-7.36320E-02,9.031992E+00,8.262852E+00
-7.36320E-02,9.217539E+00,8.448398E+00
-7.36080E-02,9.031992E+00,8.262852E+00
-7.36080E-02,9.227305E+00,8.448398E+00
-7.35840E-02,9.041758E+00,8.272617E+00
-7.35840E-02,9.227305E+00,8.438633E+00
-7.35600E-02,9.041758E+00,8.282383E+00
-7.35600E-02,9.217539E+00,8.467930E+00
-7.35360E-02,9.051523E+00,8.292148E+00
-7.35360E-02,9.207773E+00,8.467930E+00
-7.35120E-02,9.061289E+00,8.301914E+00
-7.35120E-02,9.207773E+00,8.467930E+00
-7.34880E-02,9.061289E+00,8.301914E+00
-7.34880E-02,9.207773E+00,8.467930E+00
-7.34640E-02,9.061289E+00,8.311680E+00
-7.34640E-02,9.217539E+00,8.467930E+00
-7.34400E-02,9.051523E+00,8.321445E+00
-7.34400E-02,9.227305E+00,8.487461E+00
-7.34160E-02,9.051523E+00,8.321445E+00
-7.34160E-02,9.237070E+00,8.497227E+00
-7.33920E-02,9.061289E+00,8.340977E+00
-7.33920E-02,9.237070E+00,8.497227E+00
-7.33680E-02,9.071055E+00,8.340977E+00
-7.33680E-02,9.227305E+00,8.497227E+00
-7.33440E-02,9.071055E+00,8.340977E+00
-7.33440E-02,9.227305E+00,8.497227E+00
-7.33200E-02,9.071055E+00,8.350742E+00
-7.33200E-02,9.237070E+00,8.506992E+00
-7.32960E-02,9.080820E+00,8.350742E+00
-7.32960E-02,9.237070E+00,8.526523E+00
-7.32720E-02,9.071055E+00,8.360508E+00
-7.32720E-02,9.237070E+00,8.526523E+00
-7.32480E-02,9.071055E+00,8.360508E+00
-7.32480E-02,9.237070E+00,8.516758E+00
-7.32240E-02,9.071055E+00,8.380039E+00
-7.32240E-02,9.237070E+00,8.546055E+00
-7.32000E-02,9.080820E+00,8.380039E+00
-7.32000E-02,9.237070E+00,8.546055E+00
-7.31760E-02,9.080820E+00,8.389805E+00
-7.31760E-02,9.237070E+00,8.546055E+00
-7.31520E-02,9.080820E+00,8.389805E+00
-7.31520E-02,9.237070E+00,8.546055E+00
-7.31280E-02,9.080820E+00,8.389805E+00
-7.31280E-02,9.237070E+00,8.555820E+00
-7.31040E-02,9.080820E+00,8.399570E+00
-7.31040E-02,9.237070E+00,8.555820E+00
-7.30800E-02,9.100352E+00,8.399570E+00
-7.30800E-02,9.237070E+00,8.555820E+00
-7.30560E-02,9.090586E+00,8.419102E+00
-7.30560E-02,9.237070E+00,8.565586E+00
-7.30320E-02,9.090586E+00,8.419102E+00
-7.30320E-02,9.237070E+00,8.585117E+00
-7.30080E-02,9.100352E+00,8.419102E+00
-7.30080E-02,9.246836E+00,8.585117E+00
-7.29840E-02,9.100352E+00,8.419102E+00
-7.29840E-02,9.246836E+00,8.575352E+00
-7.29600E-02,9.100352E+00,8.428867E+00
-7.29600E-02,9.237070E+00,8.585117E+00
-7.29360E-02,9.100352E+00,8.438633E+00
-7.29360E-02,9.237070E+00,8.585117E+00
-7.29120E-02,9.100352E+00,8.448398E+00
-7.29120E-02,9.237070E+00,8.604648E+00
-7.28880E-02,9.100352E+00,8.448398E+00
-7.28880E-02,9.237070E+00,8.614414E+00
-7.28640E-02,9.100352E+00,8.448398E+00
-7.28640E-02,9.237070E+00,8.614414E+00
-7.28400E-02,9.100352E+00,8.448398E+00
-7.28400E-02,9.237070E+00,8.614414E+00
-7.28160E-02,9.100352E+00,8.458164E+00
-7.28160E-02,9.246836E+00,8.614414E+00
-7.27920E-02,9.100352E+00,8.458164E+00
-7.27920E-02,9.246836E+00,8.614414E+00
-7.27680E-02,9.100352E+00,8.458164E+00
-7.27680E-02,9.256602E+00,8.614414E+00
-7.27440E-02,9.100352E+00,8.467930E+00
-7.27440E-02,9.256602E+00,8.624180E+00
-7.27200E-02,9.110117E+00,8.477695E+00
-7.27200E-02,9.246836E+00,8.643711E+00
-7.26960E-02,9.110117E+00,8.487461E+00
-7.26960E-02,9.246836E+00,8.653477E+00
-7.26720E-02,9.110117E+00,8.487461E+00
-7.26720E-02,9.256602E+00,8.653477E+00
-7.26480E-02,9.110117E+00,8.487461E+00
-7.26480E-02,9.266367E+00,8.653477E+00
-7.26240E-02,9.110117E+00,8.497227E+00
-7.26240E-02,9.266367E+00,8.653477E+00
-7.26000E-02,9.110117E+00,8.497227E+00
-7.26000E-02,9.256602E+00,8.663242E+00
-7.25760E-02,9.119883E+00,8.497227E+00
-7.25760E-02,9.256602E+00,8.663242E+00
-7.25520E-02,9.119883E+00,8.506992E+00
-7.25520E-02,9.256602E+00,8.663242E+00
-7.25280E-02,9.119883E+00,8.506992E+00
-7.25280E-02,9.266367E+00,8.673008E+00
-7.25040E-02,9.129648E+00,8.516758E+00
-7.25040E-02,9.266367E+00,8.673008E+00
-7.24800E-02,9.129648E+00,8.516758E+00
-7.24800E-02,9.266367E+00,8.673008E+00
-7.24560E-02,9.129648E+00,8.506992E+00
-7.24560E-02,9.266367E+00,8.692539E+00
-7.24320E-02,9.129648E+00,8.506992E+00
-7.24320E-02,9.266367E+00,8.692539E+00
-7.24080E-02,9.119883E+00,8.526523E+00
-7.24080E-02,9.266367E+00,8.692539E+00
-7.23840E-02,9.119883E+00,8.526523E+00
-7.23840E-02,9.266367E+00,8.692539E+00
-7.23600E-02,9.129648E+00,8.526523E+00
-7.23600E-02,9.266367E+00,8.692539E+00
-7.23360E-02,9.129648E+00,8.546055E+00
-7.23360E-02,9.276133E+00,8.702305E+00
-7.23120E-02,9.129648E+00,8.546055E+00
-7.23120E-02,9.276133E+00,8.702305E+00
-7.22880E-02,9.129648E+00,8.555820E+00
-7.22880E-02,9.266367E+00,8.702305E+00
-7.22640E-02,9.129648E+00,8.555820E+00
-7.22640E-02,9.276133E+00,8.712070E+00
-7.22400E-02,9.139414E+00,8.555820E+00
-7.22400E-02,9.276133E+00,8.721836E+00
-7.22160E-02,9.139414E+00,8.555820E+00
-7.22160E-02,9.276133E+00,8.731602E+00
-7.21920E-02,9.139414E+00,8.555820E+00
-7.21920E-02,9.276133E+00,8.731602E+00
-7.21680E-02,9.139414E+00,8.555820E+00
-7.21680E-02,9.276133E+00,8.731602E+00
-7.21440E-02,9.139414E+00,8.555820E+00
-7.21440E-02,9.276133E+00,8.731602E+00
-7.21200E-02,9.129648E+00,8.555820E+00
-7.21200E-02,9.276133E+00,8.731602E+00
-7.20960E-02,9.129648E+00,8.565586E+00
-7.20960E-02,9.276133E+00,8.731602E+00
-7.20720E-02,9.139414E+00,8.565586E+00
-7.20720E-02,9.276133E+00,8.741367E+00
-7.20480E-02,9.139414E+00,8.565586E+00
-7.20480E-02,9.276133E+00,8.741367E+00
-7.20240E-02,9.139414E+00,8.565586E+00
-7.20240E-02,9.276133E+00,8.731602E+00
-7.20000E-02,9.139414E+00,8.575352E+00
-7.20000E-02,9.276133E+00,8.751133E+00
-7.19760E-02,9.139414E+00,8.575352E+00
-7.19760E-02,9.285898E+00,8.751133E+00
-7.19520E-02,9.149180E+00,8.575352E+00
-7.19520E-02,9.285898E+00,8.741367E+00
-7.19280E-02,9.139414E+00,8.575352E+00
-7.19280E-02,9.276133E+00,8.760898E+00
-7.19040E-02,9.139414E+00,8.555820E+00
-7.19040E-02,9.276133E+00,8.760898E+00
-7.18800E-02,9.149180E+00,8.555820E+00
-7.18800E-02,9.295664E+00,8.751133E+00
-7.18560E-02,9.139414E+00,8.585117E+00
-7.18560E-02,9.295664E+00,8.760898E+00
-7.18320E-02,9.139414E+00,8.555820E+00
-7.18320E-02,9.276133E+00,8.760898E+00
-7.18080E-02,9.139414E+00,8.555820E+00
-7.18080E-02,9.276133E+00,8.790195E+00
-7.17840E-02,9.149180E+00,8.526523E+00
-7.17840E-02,9.276133E+00,8.790195E+00
-7.17600E-02,9.139414E+00,8.526523E+00
-7.17600E-02,9.276133E+00,8.751133E+00
-7.17360E-02,9.139414E+00,8.370273E+00
-7.17360E-02,9.276133E+00,9.024570E+00
-7.17120E-02,9.139414E+00,8.370273E+00
-7.17120E-02,9.276133E+00,9.024570E+00
-7.16880E-02,9.129648E+00,8.301914E+00
-7.16880E-02,9.276133E+00,8.770664E+00
-7.16640E-02,9.129648E+00,8.194492E+00
-7.16640E-02,9.276133E+00,8.692539E+00
-7.16400E-02,9.139414E+00,7.999180E+00
-7.16400E-02,9.276133E+00,8.682773E+00
-7.16160E-02,9.139414E+00,7.999180E+00
-7.16160E-02,9.276133E+00,8.682773E+00
-7.15920E-02,9.139414E+00,7.999180E+00
-7.15920E-02,9.276133E+00,8.643711E+00
-7.15680E-02,9.139414E+00,8.204258E+00
-7.15680E-02,9.276133E+00,8.643711E+00
-7.15440E-02,9.139414E+00,8.126133E+00
-7.15440E-02,9.276133E+00,8.516758E+00
-7.15200E-02,9.139414E+00,8.028477E+00
-7.15200E-02,9.276133E+00,8.438633E+00
-7.14960E-02,9.139414E+00,8.028477E+00
-7.14960E-02,9.276133E+00,8.243320E+00
-7.14720E-02,9.139414E+00,8.038242E+00
-7.14720E-02,9.276133E+00,8.301914E+00
-7.14480E-02,9.139414E+00,8.067539E+00
-7.14480E-02,9.276133E+00,8.458164E+00
-7.14240E-02,9.139414E+00,8.194492E+00
-7.14240E-02,9.276133E+00,8.546055E+00
-7.14000E-02,9.139414E+00,8.292148E+00
-7.14000E-02,9.276133E+00,8.546055E+00
-7.13760E-02,9.139414E+00,8.272617E+00
-7.13760E-02,9.276133E+00,8.506992E+00
-7.13520E-02,9.139414E+00,8.272617E+00
-7.13520E-02,9.276133E+00,8.555820E+00
-7.13280E-02,9.139414E+00,8.272617E+00
-7.13280E-02,9.276133E+00,8.575352E+00
-7.13040E-02,9.139414E+00,8.340977E+00
-7.13040E-02,9.276133E+00,8.575352E+00
-7.12800E-02,9.139414E+00,8.301914E+00
-7.12800E-02,9.276133E+00,8.546055E+00
-7.12560E-02,9.139414E+00,8.243320E+00
-7.12560E-02,9.276133E+00,8.477695E+00
-7.12320E-02,9.139414E+00,8.243320E+00
-7.12320E-02,9.276133E+00,8.497227E+00
-7.12080E-02,9.139414E+00,8.272617E+00
-7.12080E-02,9.276133E+00,8.536289E+00
-7.11840E-02,9.139414E+00,8.340977E+00
-7.11840E-02,9.276133E+00,8.536289E+00
-7.11600E-02,9.139414E+00,8.301914E+00
-7.11600E-02,9.276133E+00,8.546055E+00
-7.11360E-02,9.129648E+00,8.282383E+00
-7.11360E-02,9.266367E+00,8.546055E+00
-7.11120E-02,9.129648E+00,8.282383E+00
-7.11120E-02,9.266367E+00,8.575352E+00
-7.10880E-02,9.139414E+00,8.340977E+00
-7.10880E-02,9.266367E+00,8.575352E+00
-7.10640E-02,9.139414E+00,8.174961E+00
-7.10640E-02,9.276133E+00,8.555820E+00
-7.10400E-02,9.139414E+00,8.174961E+00
-7.10400E-02,9.276133E+00,8.526523E+00
-7.10160E-02,9.139414E+00,8.174961E+00
-7.10160E-02,9.276133E+00,8.526523E+00
-7.09920E-02,9.139414E+00,8.067539E+00
-7.09920E-02,9.276133E+00,8.477695E+00
-7.09680E-02,9.139414E+00,8.067539E+00
-7.09680E-02,9.276133E+00,8.477695E+00
-7.09440E-02,9.139414E+00,8.096836E+00
-7.09440E-02,9.276133E+00,8.497227E+00
-7.09200E-02,9.139414E+00,8.116367E+00
-7.09200E-02,9.276133E+00,8.497227E+00
-7.08960E-02,9.139414E+00,8.106602E+00
-7.08960E-02,9.276133E+00,8.282383E+00
-7.08720E-02,9.139414E+00,8.077305E+00
-7.08720E-02,9.276133E+00,8.301914E+00
-7.08480E-02,9.139414E+00,8.077305E+00
-7.08480E-02,9.276133E+00,8.301914E+00
-7.08240E-02,9.139414E+00,8.116367E+00
-7.08240E-02,9.276133E+00,8.292148E+00
-7.08000E-02,9.110117E+00,8.116367E+00
-7.08000E-02,9.285898E+00,8.389805E+00
-7.07760E-02,9.110117E+00,8.155430E+00
-7.07760E-02,9.295664E+00,8.389805E+00
-7.07520E-02,9.051523E+00,8.126133E+00
-7.07520E-02,9.334727E+00,8.380039E+00
-7.07280E-02,9.051523E+00,8.096836E+00
-7.07280E-02,9.334727E+00,8.301914E+00
-7.07040E-02,9.041758E+00,8.096836E+00
-7.07040E-02,9.383555E+00,8.282383E+00
-7.06800E-02,9.041758E+00,8.116367E+00
-7.06800E-02,9.383555E+00,8.282383E+00
-7.06560E-02,9.158945E+00,8.116367E+00
-7.06560E-02,9.305430E+00,8.292148E+00
-7.06320E-02,8.856211E+00,8.135898E+00
-7.06320E-02,9.676523E+00,8.331211E+00
-7.06080E-02,8.856211E+00,8.096836E+00
-7.06080E-02,9.676523E+00,8.331211E+00
-7.05840E-02,9.168711E+00,8.096836E+00
-7.05840E-02,9.305430E+00,8.262852E+00
-7.05600E-02,9.168711E+00,8.096836E+00
-7.05600E-02,9.315195E+00,8.262852E+00
-7.05360E-02,9.168711E+00,8.126133E+00
-7.05360E-02,9.315195E+00,8.272617E+00
-7.05120E-02,9.168711E+00,8.067539E+00
-7.05120E-02,9.324961E+00,8.282383E+00
-7.04880E-02,9.178477E+00,8.067539E+00
-7.04880E-02,9.324961E+00,8.282383E+00
-7.04640E-02,9.178477E+00,8.077305E+00
-7.04640E-02,9.324961E+00,8.253086E+00
-7.04400E-02,9.188242E+00,8.087070E+00
-7.04400E-02,9.324961E+00,8.253086E+00
-7.04160E-02,9.188242E+00,8.106602E+00
-7.04160E-02,9.334727E+00,8.311680E+00
-7.03920E-02,9.188242E+00,8.126133E+00
-7.03920E-02,9.334727E+00,8.340977E+00
-7.03680E-02,9.188242E+00,8.165195E+00
-7.03680E-02,9.334727E+00,8.340977E+00
-7.03440E-02,9.188242E+00,8.135898E+00
-7.03440E-02,9.334727E+00,8.331211E+00
-7.03200E-02,9.188242E+00,8.135898E+00
-7.03200E-02,9.344492E+00,8.301914E+00
-7.02960E-02,9.188242E+00,8.135898E+00
-7.02960E-02,9.344492E+00,8.292148E+00
-7.02720E-02,9.198008E+00,8.135898E+00
-7.02720E-02,9.344492E+00,8.282383E+00
-7.02480E-02,9.207773E+00,8.145664E+00
-7.02480E-02,9.344492E+00,8.360508E+00
-7.02240E-02,9.207773E+00,8.165195E+00
-7.02240E-02,9.344492E+00,8.380039E+00
-7.02000E-02,9.207773E+00,8.204258E+00
-7.02000E-02,9.344492E+00,8.380039E+00
-7.01760E-02,9.207773E+00,8.194492E+00
-7.01760E-02,9.344492E+00,8.389805E+00
-7.01520E-02,9.207773E+00,8.165195E+00
-7.01520E-02,9.344492E+00,8.389805E+00
-7.01280E-02,9.217539E+00,8.165195E+00
-7.01280E-02,9.354258E+00,8.340977E+00
-7.01040E-02,9.217539E+00,8.165195E+00
-7.01040E-02,9.364023E+00,8.350742E+00
-7.00800E-02,9.227305E+00,8.165195E+00
-7.00800E-02,9.364023E+00,8.380039E+00
-7.00560E-02,9.227305E+00,8.165195E+00
-7.00560E-02,9.373789E+00,8.380039E+00
-7.00320E-02,9.227305E+00,8.145664E+00
-7.00320E-02,9.373789E+00,8.370273E+00
-7.00080E-02,9.227305E+00,8.135898E+00
-7.00080E-02,9.383555E+00,8.340977E+00
-6.99840E-02,9.227305E+00,8.135898E+00
-6.99840E-02,9.383555E+00,8.370273E+00
-6.99600E-02,9.227305E+00,8.204258E+00
-6.99600E-02,9.373789E+00,8.389805E+00
-6.99360E-02,9.237070E+00,8.204258E+00
-6.99360E-02,9.383555E+00,8.389805E+00
-6.99120E-02,9.246836E+00,8.204258E+00
-6.99120E-02,9.383555E+00,8.389805E+00
-6.98880E-02,9.246836E+00,8.126133E+00
-6.98880E-02,9.383555E+00,8.370273E+00
-6.98640E-02,9.246836E+00,8.126133E+00
-6.98640E-02,9.383555E+00,8.321445E+00
-6.98400E-02,9.246836E+00,8.135898E+00
-6.98400E-02,9.383555E+00,8.350742E+00
-6.98160E-02,9.246836E+00,8.155430E+00
-6.98160E-02,9.383555E+00,8.380039E+00
-6.97920E-02,9.246836E+00,8.174961E+00
-6.97920E-02,9.383555E+00,8.380039E+00
-6.97680E-02,9.246836E+00,8.174961E+00
-6.97680E-02,9.383555E+00,8.389805E+00
-6.97440E-02,9.246836E+00,8.106602E+00
-6.97440E-02,9.383555E+00,8.399570E+00
-6.97200E-02,9.256602E+00,8.106602E+00
-6.97200E-02,9.383555E+00,8.399570E+00
-6.96960E-02,9.256602E+00,8.135898E+00
-6.96960E-02,9.383555E+00,8.340977E+00
-6.96720E-02,9.246836E+00,8.135898E+00
-6.96720E-02,9.393320E+00,8.340977E+00
-6.96480E-02,9.246836E+00,8.135898E+00
-6.96480E-02,9.403086E+00,8.340977E+00
-6.96240E-02,9.246836E+00,8.096836E+00
-6.96240E-02,9.403086E+00,8.321445E+00
-6.96000E-02,9.246836E+00,8.087070E+00
-6.96000E-02,9.393320E+00,8.282383E+00
-6.95760E-02,9.246836E+00,8.077305E+00
-6.95760E-02,9.393320E+00,8.253086E+00
-6.95520E-02,9.246836E+00,8.077305E+00
-6.95520E-02,9.393320E+00,8.282383E+00
-6.95280E-02,9.246836E+00,8.116367E+00
-6.95280E-02,9.412852E+00,8.350742E+00
-6.95040E-02,9.256602E+00,8.135898E+00
-6.95040E-02,9.412852E+00,8.389805E+00
-6.94800E-02,9.256602E+00,8.135898E+00
-6.94800E-02,9.393320E+00,8.389805E+00
-6.94560E-02,9.256602E+00,8.106602E+00
-6.94560E-02,9.403086E+00,8.370273E+00
-6.94320E-02,9.246836E+00,8.106602E+00
-6.94320E-02,9.403086E+00,8.321445E+00
-6.94080E-02,9.246836E+00,8.135898E+00
-6.94080E-02,9.393320E+00,8.331211E+00
-6.93840E-02,9.246836E+00,8.135898E+00
-6.93840E-02,9.403086E+00,8.409336E+00
-6.93600E-02,9.246836E+00,8.096836E+00
-6.93600E-02,9.403086E+00,8.409336E+00
-6.93360E-02,9.246836E+00,8.096836E+00
-6.93360E-02,9.393320E+00,8.360508E+00
-6.93120E-02,9.246836E+00,8.116367E+00
-6.93120E-02,9.403086E+00,8.331211E+00
-6.92880E-02,9.246836E+00,8.135898E+00
-6.92880E-02,9.403086E+00,8.399570E+00
-6.92640E-02,9.246836E+00,8.106602E+00
-6.92640E-02,9.393320E+00,8.399570E+00
-6.92400E-02,9.246836E+00,8.106602E+00
-6.92400E-02,9.403086E+00,8.292148E+00
-6.92160E-02,9.246836E+00,8.067539E+00
-6.92160E-02,9.403086E+00,8.292148E+00
-6.91920E-02,9.246836E+00,8.057773E+00
-6.91920E-02,9.403086E+00,8.253086E+00
-6.91680E-02,9.237070E+00,8.057773E+00
-6.91680E-02,9.403086E+00,8.253086E+00
-6.91440E-02,9.237070E+00,8.057773E+00
-6.91440E-02,9.403086E+00,8.272617E+00
-6.91200E-02,9.237070E+00,8.067539E+00
-6.91200E-02,9.383555E+00,8.272617E+00
-6.90960E-02,9.237070E+00,8.067539E+00
-6.90960E-02,9.393320E+00,8.262852E+00
-6.90720E-02,9.227305E+00,8.057773E+00
-6.90720E-02,9.393320E+00,8.243320E+00
-6.90480E-02,9.227305E+00,8.057773E+00
-6.90480E-02,9.412852E+00,8.272617E+00
-6.90240E-02,9.227305E+00,8.126133E+00
-6.90240E-02,9.412852E+00,8.331211E+00
-6.90000E-02,9.227305E+00,8.126133E+00
-6.90000E-02,9.393320E+00,8.409336E+00
-6.89760E-02,9.217539E+00,8.008945E+00
-6.89760E-02,9.393320E+00,8.409336E+00
-6.89520E-02,9.217539E+00,8.008945E+00
-6.89520E-02,9.383555E+00,8.292148E+00
-6.89280E-02,9.217539E+00,8.106602E+00
-6.89280E-02,9.383555E+00,8.331211E+00
-6.89040E-02,9.217539E+00,8.018711E+00
-6.89040E-02,9.383555E+00,8.340977E+00
-6.88800E-02,9.217539E+00,8.018711E+00
-6.88800E-02,9.383555E+00,8.340977E+00
-6.88560E-02,9.207773E+00,8.048008E+00
-6.88560E-02,9.383555E+00,8.253086E+00
-6.88320E-02,9.207773E+00,8.057773E+00
-6.88320E-02,9.383555E+00,8.243320E+00
-6.88080E-02,9.207773E+00,8.057773E+00
-6.88080E-02,9.383555E+00,8.292148E+00
-6.87840E-02,9.207773E+00,8.057773E+00
-6.87840E-02,9.383555E+00,8.292148E+00
-6.87600E-02,9.198008E+00,8.028477E+00
-6.87600E-02,9.383555E+00,8.253086E+00
-6.87360E-02,9.198008E+00,7.989414E+00
-6.87360E-02,9.373789E+00,8.194492E+00
-6.87120E-02,9.207773E+00,7.989414E+00
-6.87120E-02,9.373789E+00,8.223789E+00
-6.86880E-02,9.198008E+00,8.018711E+00
-6.86880E-02,9.383555E+00,8.223789E+00
-6.86640E-02,9.188242E+00,7.940586E+00
-6.86640E-02,9.383555E+00,8.223789E+00
-6.86400E-02,9.188242E+00,7.940586E+00
-6.86400E-02,9.383555E+00,8.184727E+00
-6.86160E-02,9.188242E+00,7.969883E+00
-6.86160E-02,9.364023E+00,8.194492E+00
-6.85920E-02,9.207773E+00,7.950352E+00
-6.85920E-02,9.364023E+00,8.194492E+00
-6.85680E-02,9.168711E+00,7.950352E+00
-6.85680E-02,9.373789E+00,8.116367E+00
-6.85440E-02,9.168711E+00,7.950352E+00
-6.85440E-02,9.373789E+00,8.184727E+00
-6.85200E-02,9.178477E+00,7.969883E+00
-6.85200E-02,9.373789E+00,8.282383E+00
-6.84960E-02,9.188242E+00,8.038242E+00
-6.84960E-02,9.364023E+00,8.282383E+00
-6.84720E-02,9.188242E+00,8.038242E+00
-6.84720E-02,9.344492E+00,8.360508E+00
-6.84480E-02,9.178477E+00,8.028477E+00
-6.84480E-02,9.364023E+00,8.360508E+00
-6.84240E-02,9.178477E+00,7.921055E+00
-6.84240E-02,9.364023E+00,8.282383E+00
-6.84000E-02,9.178477E+00,7.872227E+00
-6.84000E-02,9.354258E+00,8.194492E+00
-6.83760E-02,9.178477E+00,7.862461E+00
-6.83760E-02,9.354258E+00,8.194492E+00
-6.83520E-02,9.178477E+00,7.862461E+00
-6.83520E-02,9.364023E+00,8.194492E+00
-6.83280E-02,9.188242E+00,7.950352E+00
-6.83280E-02,9.364023E+00,8.174961E+00
-6.83040E-02,9.188242E+00,7.950352E+00
-6.83040E-02,9.344492E+00,8.233555E+00
-6.82800E-02,9.188242E+00,7.950352E+00
-6.82800E-02,9.344492E+00,8.233555E+00
-6.82560E-02,9.178477E+00,7.950352E+00
-6.82560E-02,9.364023E+00,8.184727E+00
-6.82320E-02,9.178477E+00,7.921055E+00
-6.82320E-02,9.364023E+00,8.165195E+00
-6.82080E-02,9.178477E+00,7.921055E+00
-6.82080E-02,9.354258E+00,8.204258E+00
-6.81840E-02,9.168711E+00,7.911289E+00
-6.81840E-02,9.354258E+00,8.204258E+00
-6.81600E-02,9.168711E+00,7.911289E+00
-6.81600E-02,9.344492E+00,8.194492E+00
-6.81360E-02,9.168711E+00,7.950352E+00
-6.81360E-02,9.354258E+00,8.155430E+00
-6.81120E-02,9.168711E+00,7.979648E+00
-6.81120E-02,9.354258E+00,8.155430E+00
-6.80880E-02,9.168711E+00,7.989414E+00
-6.80880E-02,9.344492E+00,8.194492E+00
-6.80640E-02,9.158945E+00,7.989414E+00
-6.80640E-02,9.364023E+00,8.204258E+00
-6.80400E-02,9.158945E+00,7.881992E+00
-6.80400E-02,9.364023E+00,8.204258E+00
-6.80160E-02,9.168711E+00,7.881992E+00
-6.80160E-02,9.354258E+00,8.155430E+00
-6.79920E-02,9.168711E+00,7.881992E+00
-6.79920E-02,9.344492E+00,8.126133E+00
-6.79680E-02,9.168711E+00,7.960117E+00
-6.79680E-02,9.344492E+00,8.145664E+00
-6.79440E-02,9.168711E+00,7.950352E+00
-6.79440E-02,9.344492E+00,8.145664E+00
-6.79200E-02,9.168711E+00,7.950352E+00
-6.79200E-02,9.354258E+00,8.116367E+00
-6.78960E-02,9.158945E+00,7.921055E+00
-6.78960E-02,9.383555E+00,8.116367E+00
-6.78720E-02,9.158945E+00,7.872227E+00
-6.78720E-02,9.383555E+00,8.106602E+00
-6.78480E-02,9.139414E+00,7.872227E+00
-6.78480E-02,9.373789E+00,8.067539E+00
-6.78240E-02,9.139414E+00,7.813633E+00
-6.78240E-02,9.373789E+00,8.067539E+00
