in s,C1 in V,C2 in V
1.33440E-02,8.787852E+00,8.048008E+00
1.33440E-02,8.944102E+00,8.311680E+00
1.33680E-02,8.787852E+00,8.057773E+00
1.33680E-02,8.944102E+00,8.370273E+00
1.33920E-02,8.787852E+00,8.096836E+00
1.33920E-02,8.953867E+00,8.370273E+00
1.34160E-02,8.797617E+00,8.165195E+00
1.34160E-02,8.953867E+00,8.428867E+00
1.34400E-02,8.797617E+00,8.106602E+00
1.34400E-02,8.944102E+00,8.428867E+00
1.34640E-02,8.797617E+00,8.067539E+00
1.34640E-02,8.953867E+00,8.301914E+00
1.34880E-02,8.807383E+00,8.057773E+00
1.34880E-02,8.953867E+00,8.331211E+00
1.35120E-02,8.807383E+00,8.057773E+00
1.35120E-02,8.953867E+00,8.331211E+00
1.35360E-02,8.807383E+00,8.057773E+00
1.35360E-02,8.953867E+00,8.292148E+00
1.35600E-02,8.807383E+00,8.038242E+00
1.35600E-02,8.953867E+00,8.262852E+00
1.35840E-02,8.817148E+00,8.038242E+00
1.35840E-02,8.953867E+00,8.253086E+00
1.36080E-02,8.817148E+00,8.057773E+00
1.36080E-02,8.973398E+00,8.301914E+00
1.36320E-02,8.817148E+00,8.057773E+00
1.36320E-02,8.973398E+00,8.301914E+00
1.36560E-02,8.817148E+00,8.057773E+00
1.36560E-02,8.973398E+00,8.340977E+00
1.36800E-02,8.817148E+00,8.057773E+00
1.36800E-02,8.973398E+00,8.360508E+00
1.37040E-02,8.826914E+00,8.057773E+00
1.37040E-02,8.973398E+00,8.360508E+00
1.37280E-02,8.826914E+00,8.028477E+00
1.37280E-02,8.983164E+00,8.321445E+00
1.37520E-02,8.836680E+00,8.018711E+00
1.37520E-02,8.983164E+00,8.214023E+00
1.37760E-02,8.836680E+00,8.018711E+00
1.37760E-02,8.983164E+00,8.253086E+00
1.38000E-02,8.836680E+00,8.038242E+00
1.38000E-02,8.983164E+00,8.253086E+00
1.38240E-02,8.836680E+00,8.028477E+00
1.38240E-02,8.983164E+00,8.233555E+00
1.38480E-02,8.836680E+00,8.018711E+00
1.38480E-02,8.992930E+00,8.262852E+00
1.38720E-02,8.846445E+00,8.018711E+00
1.38720E-02,8.992930E+00,8.262852E+00
1.38960E-02,8.846445E+00,8.028477E+00
1.38960E-02,8.992930E+00,8.253086E+00
1.39200E-02,8.846445E+00,8.057773E+00
1.39200E-02,9.002695E+00,8.253086E+00
1.39440E-02,8.856211E+00,8.057773E+00
1.39440E-02,9.012461E+00,8.262852E+00
1.39680E-02,8.856211E+00,8.067539E+00
1.39680E-02,9.022227E+00,8.262852E+00
1.39920E-02,8.865977E+00,8.077305E+00
1.39920E-02,9.022227E+00,8.253086E+00
1.40160E-02,8.865977E+00,8.096836E+00
1.40160E-02,9.022227E+00,8.262852E+00
1.40400E-02,8.885508E+00,8.126133E+00
1.40400E-02,9.022227E+00,8.272617E+00
1.40640E-02,8.885508E+00,8.106602E+00
1.40640E-02,9.041758E+00,8.272617E+00
1.40880E-02,8.885508E+00,8.106602E+00
1.40880E-02,9.051523E+00,8.272617E+00
1.41120E-02,8.885508E+00,8.126133E+00
1.41120E-02,9.051523E+00,8.282383E+00
1.41360E-02,8.895273E+00,8.126133E+00
1.41360E-02,9.051523E+00,8.282383E+00
1.41600E-02,8.895273E+00,8.126133E+00
1.41600E-02,9.061289E+00,8.282383E+00
1.41840E-02,8.905039E+00,8.135898E+00
1.41840E-02,9.061289E+00,8.292148E+00
1.42080E-02,8.914805E+00,8.145664E+00
1.42080E-02,9.061289E+00,8.301914E+00
1.42320E-02,8.914805E+00,8.145664E+00
1.42320E-02,9.061289E+00,8.301914E+00
1.42560E-02,8.914805E+00,8.145664E+00
1.42560E-02,9.061289E+00,8.321445E+00
1.42800E-02,8.905039E+00,8.165195E+00
1.42800E-02,9.071055E+00,8.331211E+00
1.43040E-02,8.905039E+00,8.174961E+00
1.43040E-02,9.080820E+00,8.340977E+00
1.43280E-02,8.914805E+00,8.194492E+00
1.43280E-02,9.080820E+00,8.370273E+00
1.43520E-02,8.914805E+00,8.194492E+00
1.43520E-02,9.080820E+00,8.370273E+00
1.43760E-02,8.924570E+00,8.194492E+00
1.43760E-02,9.090586E+00,8.370273E+00
1.44000E-02,8.924570E+00,8.204258E+00
1.44000E-02,9.090586E+00,8.370273E+00
1.44240E-02,8.924570E+00,8.204258E+00
1.44240E-02,9.100352E+00,8.380039E+00
1.44480E-02,8.924570E+00,8.214023E+00
1.44480E-02,9.100352E+00,8.380039E+00
1.44720E-02,8.924570E+00,8.214023E+00
1.44720E-02,9.100352E+00,8.389805E+00
1.44960E-02,8.934336E+00,8.214023E+00
1.44960E-02,9.100352E+00,8.389805E+00
1.45200E-02,8.934336E+00,8.233555E+00
1.45200E-02,9.119883E+00,8.399570E+00
1.45440E-02,8.934336E+00,8.233555E+00
1.45440E-02,9.119883E+00,8.399570E+00
1.45680E-02,8.944102E+00,8.233555E+00
1.45680E-02,9.119883E+00,8.428867E+00
1.45920E-02,8.953867E+00,8.243320E+00
1.45920E-02,9.119883E+00,8.438633E+00
1.46160E-02,8.953867E+00,8.253086E+00
1.46160E-02,9.110117E+00,8.438633E+00
1.46400E-02,8.953867E+00,8.253086E+00
1.46400E-02,9.119883E+00,8.438633E+00
1.46640E-02,8.953867E+00,8.253086E+00
1.46640E-02,9.119883E+00,8.438633E+00
1.46880E-02,8.963633E+00,8.272617E+00
1.46880E-02,9.129648E+00,8.448398E+00
1.47120E-02,8.953867E+00,8.272617E+00
1.47120E-02,9.129648E+00,8.448398E+00
1.47360E-02,8.953867E+00,8.282383E+00
1.47360E-02,9.129648E+00,8.458164E+00
1.47600E-02,8.963633E+00,8.301914E+00
1.47600E-02,9.129648E+00,8.458164E+00
1.47840E-02,8.973398E+00,8.301914E+00
1.47840E-02,9.129648E+00,8.458164E+00
1.48080E-02,8.973398E+00,8.292148E+00
1.48080E-02,9.129648E+00,8.448398E+00
1.48320E-02,8.973398E+00,8.292148E+00
1.48320E-02,9.129648E+00,8.467930E+00
1.48560E-02,8.983164E+00,8.301914E+00
1.48560E-02,9.129648E+00,8.467930E+00
1.48800E-02,8.983164E+00,8.311680E+00
1.48800E-02,9.139414E+00,8.477695E+00
1.49040E-02,8.983164E+00,8.311680E+00
1.49040E-02,9.149180E+00,8.487461E+00
1.49280E-02,8.983164E+00,8.331211E+00
1.49280E-02,9.149180E+00,8.506992E+00
1.49520E-02,8.992930E+00,8.331211E+00
1.49520E-02,9.158945E+00,8.506992E+00
1.49760E-02,8.992930E+00,8.340977E+00
1.49760E-02,9.158945E+00,8.506992E+00
1.50000E-02,8.992930E+00,8.350742E+00
1.50000E-02,9.158945E+00,8.506992E+00
1.50240E-02,8.992930E+00,8.350742E+00
1.50240E-02,9.158945E+00,8.516758E+00
1.50480E-02,8.992930E+00,8.360508E+00
1.50480E-02,9.158945E+00,8.516758E+00
1.50720E-02,8.992930E+00,8.360508E+00
1.50720E-02,9.158945E+00,8.536289E+00
1.50960E-02,8.992930E+00,8.360508E+00
1.50960E-02,9.168711E+00,8.536289E+00
1.51200E-02,8.992930E+00,8.360508E+00
1.51200E-02,9.168711E+00,8.526523E+00
1.51440E-02,8.992930E+00,8.380039E+00
1.51440E-02,9.168711E+00,8.536289E+00
1.51680E-02,8.992930E+00,8.360508E+00
1.51680E-02,9.168711E+00,8.546055E+00
1.51920E-02,8.983164E+00,8.360508E+00
1.51920E-02,9.168711E+00,8.546055E+00
1.52160E-02,8.983164E+00,8.380039E+00
1.52160E-02,9.168711E+00,8.546055E+00
1.52400E-02,8.992930E+00,8.389805E+00
1.52400E-02,9.168711E+00,8.565586E+00
1.52640E-02,8.973398E+00,8.389805E+00
1.52640E-02,9.178477E+00,8.565586E+00
1.52880E-02,8.973398E+00,8.399570E+00
1.52880E-02,9.178477E+00,8.585117E+00
1.53120E-02,8.963633E+00,8.409336E+00
1.53120E-02,9.188242E+00,8.585117E+00
1.53360E-02,8.963633E+00,8.409336E+00
1.53360E-02,9.188242E+00,8.585117E+00
1.53600E-02,8.963633E+00,8.409336E+00
1.53600E-02,9.168711E+00,8.585117E+00
1.53840E-02,8.953867E+00,8.409336E+00
1.53840E-02,9.188242E+00,8.585117E+00
1.54080E-02,8.953867E+00,8.409336E+00
1.54080E-02,9.188242E+00,8.594883E+00
1.54320E-02,8.953867E+00,8.409336E+00
1.54320E-02,9.178477E+00,8.594883E+00
1.54560E-02,8.944102E+00,8.409336E+00
1.54560E-02,9.207773E+00,8.614414E+00
1.54800E-02,8.944102E+00,8.419102E+00
1.54800E-02,9.207773E+00,8.614414E+00
1.55040E-02,8.963633E+00,8.428867E+00
1.55040E-02,9.198008E+00,8.604648E+00
1.55280E-02,8.963633E+00,8.428867E+00
1.55280E-02,9.188242E+00,8.614414E+00
1.55520E-02,8.973398E+00,8.428867E+00
1.55520E-02,9.188242E+00,8.624180E+00
1.55760E-02,8.963633E+00,8.448398E+00
1.55760E-02,9.178477E+00,8.624180E+00
1.56000E-02,8.963633E+00,8.448398E+00
1.56000E-02,9.188242E+00,8.624180E+00
1.56240E-02,8.963633E+00,8.448398E+00
1.56240E-02,9.188242E+00,8.624180E+00
1.56480E-02,8.973398E+00,8.448398E+00
1.56480E-02,9.188242E+00,8.653477E+00
1.56720E-02,8.963633E+00,8.467930E+00
1.56720E-02,9.188242E+00,8.653477E+00
1.56960E-02,8.963633E+00,8.467930E+00
1.56960E-02,9.178477E+00,8.653477E+00
1.57200E-02,8.973398E+00,8.477695E+00
1.57200E-02,9.168711E+00,8.643711E+00
1.57440E-02,8.973398E+00,8.477695E+00
1.57440E-02,9.168711E+00,8.643711E+00
1.57680E-02,8.973398E+00,8.477695E+00
1.57680E-02,9.168711E+00,8.653477E+00
1.57920E-02,8.973398E+00,8.477695E+00
1.57920E-02,9.168711E+00,8.653477E+00
1.58160E-02,8.963633E+00,8.477695E+00
1.58160E-02,9.168711E+00,8.653477E+00
1.58400E-02,8.963633E+00,8.477695E+00
1.58400E-02,9.168711E+00,8.653477E+00
1.58640E-02,8.983164E+00,8.477695E+00
1.58640E-02,9.158945E+00,8.653477E+00
1.58880E-02,8.983164E+00,8.477695E+00
1.58880E-02,9.158945E+00,8.663242E+00
1.59120E-02,8.992930E+00,8.477695E+00
1.59120E-02,9.149180E+00,8.663242E+00
1.59360E-02,8.992930E+00,8.497227E+00
1.59360E-02,9.149180E+00,8.663242E+00
1.59600E-02,8.992930E+00,8.506992E+00
1.59600E-02,9.158945E+00,8.663242E+00
1.59840E-02,9.002695E+00,8.506992E+00
1.59840E-02,9.158945E+00,8.663242E+00
1.60080E-02,9.002695E+00,8.506992E+00
1.60080E-02,9.139414E+00,8.673008E+00
1.60320E-02,9.002695E+00,8.506992E+00
1.60320E-02,9.149180E+00,8.673008E+00
1.60560E-02,9.002695E+00,8.506992E+00
1.60560E-02,9.149180E+00,8.673008E+00
1.60800E-02,9.002695E+00,8.506992E+00
1.60800E-02,9.149180E+00,8.673008E+00
1.61040E-02,9.012461E+00,8.506992E+00
1.61040E-02,9.149180E+00,8.682773E+00
1.61280E-02,9.002695E+00,8.526523E+00
1.61280E-02,9.149180E+00,8.692539E+00
1.61520E-02,9.002695E+00,8.526523E+00
1.61520E-02,9.149180E+00,8.692539E+00
1.61760E-02,9.002695E+00,8.526523E+00
1.61760E-02,9.149180E+00,8.692539E+00
1.62000E-02,9.002695E+00,8.526523E+00
1.62000E-02,9.149180E+00,8.692539E+00
1.62240E-02,9.002695E+00,8.526523E+00
1.62240E-02,9.149180E+00,8.692539E+00
1.62480E-02,9.012461E+00,8.526523E+00
1.62480E-02,9.149180E+00,8.692539E+00
1.62720E-02,9.002695E+00,8.526523E+00
1.62720E-02,9.158945E+00,8.702305E+00
1.62960E-02,9.002695E+00,8.526523E+00
1.62960E-02,9.158945E+00,8.702305E+00
1.63200E-02,9.002695E+00,8.526523E+00
1.63200E-02,9.149180E+00,8.692539E+00
1.63440E-02,9.012461E+00,8.536289E+00
1.63440E-02,9.149180E+00,8.692539E+00
1.63680E-02,9.022227E+00,8.536289E+00
1.63680E-02,9.158945E+00,8.692539E+00
1.63920E-02,9.012461E+00,8.526523E+00
1.63920E-02,9.158945E+00,8.692539E+00
1.64160E-02,9.012461E+00,8.467930E+00
1.64160E-02,9.158945E+00,8.702305E+00
1.64400E-02,9.012461E+00,8.467930E+00
1.64400E-02,9.168711E+00,8.751133E+00
1.64640E-02,9.012461E+00,8.477695E+00
1.64640E-02,9.168711E+00,8.780430E+00
1.64880E-02,9.031992E+00,8.497227E+00
1.64880E-02,9.158945E+00,8.780430E+00
1.65120E-02,9.031992E+00,8.516758E+00
1.65120E-02,9.158945E+00,8.770664E+00
1.65360E-02,9.031992E+00,8.526523E+00
1.65360E-02,9.158945E+00,8.770664E+00
1.65600E-02,9.031992E+00,8.487461E+00
1.65600E-02,9.158945E+00,8.731602E+00
1.65840E-02,9.031992E+00,8.458164E+00
1.65840E-02,9.168711E+00,8.751133E+00
1.66080E-02,9.041758E+00,8.458164E+00
1.66080E-02,9.168711E+00,8.790195E+00
1.66320E-02,9.031992E+00,8.399570E+00
1.66320E-02,9.178477E+00,8.790195E+00
1.66560E-02,9.031992E+00,8.399570E+00
1.66560E-02,9.178477E+00,8.770664E+00
1.66800E-02,9.031992E+00,8.360508E+00
1.66800E-02,9.178477E+00,8.770664E+00
1.67040E-02,9.031992E+00,8.360508E+00
1.67040E-02,9.188242E+00,8.760898E+00
1.67280E-02,9.041758E+00,8.389805E+00
1.67280E-02,9.188242E+00,8.780430E+00
1.67520E-02,9.041758E+00,8.389805E+00
1.67520E-02,9.188242E+00,8.780430E+00
1.67760E-02,9.051523E+00,8.419102E+00
1.67760E-02,9.188242E+00,8.770664E+00
1.68000E-02,9.051523E+00,8.214023E+00
1.68000E-02,9.188242E+00,8.770664E+00
1.68240E-02,9.061289E+00,8.214023E+00
1.68240E-02,9.198008E+00,8.633945E+00
1.68480E-02,9.061289E+00,8.301914E+00
1.68480E-02,9.198008E+00,8.585117E+00
1.68720E-02,9.051523E+00,8.340977E+00
1.68720E-02,9.198008E+00,8.663242E+00
1.68960E-02,9.051523E+00,8.389805E+00
1.68960E-02,9.198008E+00,8.731602E+00
1.69200E-02,9.071055E+00,8.360508E+00
1.69200E-02,9.198008E+00,8.731602E+00
1.69440E-02,9.061289E+00,8.282383E+00
1.69440E-02,9.217539E+00,8.663242E+00
1.69680E-02,9.061289E+00,8.282383E+00
1.69680E-02,9.217539E+00,8.663242E+00
1.69920E-02,9.071055E+00,8.253086E+00
1.69920E-02,9.207773E+00,8.594883E+00
1.70160E-02,9.071055E+00,7.989414E+00
1.70160E-02,9.207773E+00,8.526523E+00
1.70400E-02,9.061289E+00,7.911289E+00
1.70400E-02,9.227305E+00,8.380039E+00
1.70640E-02,9.061289E+00,7.911289E+00
1.70640E-02,9.227305E+00,8.292148E+00
1.70880E-02,9.080820E+00,8.028477E+00
1.70880E-02,9.227305E+00,8.370273E+00
1.71120E-02,9.080820E+00,8.087070E+00
1.71120E-02,9.217539E+00,8.419102E+00
1.71360E-02,9.080820E+00,7.891758E+00
1.71360E-02,9.227305E+00,8.467930E+00
1.71600E-02,9.080820E+00,7.891758E+00
1.71600E-02,9.256602E+00,8.467930E+00
1.71840E-02,9.080820E+00,8.194492E+00
1.71840E-02,9.256602E+00,8.448398E+00
1.72080E-02,9.100352E+00,8.194492E+00
1.72080E-02,9.227305E+00,8.389805E+00
1.72320E-02,9.100352E+00,8.194492E+00
1.72320E-02,9.227305E+00,8.438633E+00
1.72560E-02,9.090586E+00,8.223789E+00
1.72560E-02,9.227305E+00,8.438633E+00
1.72800E-02,9.071055E+00,8.223789E+00
1.72800E-02,9.237070E+00,8.438633E+00
1.73040E-02,9.071055E+00,8.233555E+00
1.73040E-02,9.256602E+00,8.438633E+00
1.73280E-02,9.100352E+00,8.243320E+00
1.73280E-02,9.256602E+00,8.438633E+00
1.73520E-02,9.100352E+00,8.253086E+00
1.73520E-02,9.256602E+00,8.438633E+00
1.73760E-02,9.100352E+00,8.243320E+00
1.73760E-02,9.266367E+00,8.438633E+00
1.74000E-02,9.090586E+00,8.243320E+00
1.74000E-02,9.266367E+00,8.448398E+00
1.74240E-02,9.090586E+00,8.253086E+00
1.74240E-02,9.266367E+00,8.448398E+00
1.74480E-02,9.090586E+00,8.243320E+00
1.74480E-02,9.266367E+00,8.448398E+00
1.74720E-02,9.090586E+00,8.233555E+00
1.74720E-02,9.266367E+00,8.438633E+00
1.74960E-02,9.100352E+00,8.165195E+00
1.74960E-02,9.266367E+00,8.428867E+00
1.75200E-02,9.100352E+00,8.126133E+00
1.75200E-02,9.266367E+00,8.506992E+00
1.75440E-02,9.080820E+00,8.126133E+00
1.75440E-02,9.266367E+00,8.506992E+00
1.75680E-02,9.080820E+00,8.018711E+00
1.75680E-02,9.266367E+00,8.487461E+00
1.75920E-02,9.090586E+00,8.018711E+00
1.75920E-02,9.266367E+00,8.546055E+00
1.76160E-02,9.090586E+00,8.077305E+00
1.76160E-02,9.266367E+00,8.643711E+00
1.76400E-02,9.090586E+00,8.028477E+00
1.76400E-02,9.276133E+00,8.643711E+00
1.76640E-02,9.080820E+00,8.018711E+00
1.76640E-02,9.305430E+00,8.487461E+00
1.76880E-02,9.080820E+00,8.018711E+00
1.76880E-02,9.305430E+00,8.487461E+00
1.77120E-02,9.100352E+00,8.106602E+00
1.77120E-02,9.276133E+00,8.624180E+00
1.77360E-02,9.110117E+00,7.979648E+00
1.77360E-02,9.276133E+00,8.624180E+00
1.77600E-02,9.100352E+00,7.911289E+00
1.77600E-02,9.276133E+00,8.536289E+00
1.77840E-02,9.100352E+00,7.911289E+00
1.77840E-02,9.276133E+00,8.506992E+00
1.78080E-02,9.100352E+00,8.038242E+00
1.78080E-02,9.276133E+00,8.399570E+00
1.78320E-02,9.110117E+00,8.038242E+00
1.78320E-02,9.295664E+00,8.428867E+00
1.78560E-02,9.110117E+00,8.067539E+00
1.78560E-02,9.295664E+00,8.428867E+00
1.78800E-02,9.110117E+00,8.067539E+00
1.78800E-02,9.295664E+00,8.448398E+00
1.79040E-02,9.119883E+00,8.018711E+00
1.79040E-02,9.295664E+00,8.448398E+00
1.79280E-02,9.119883E+00,8.018711E+00
1.79280E-02,9.285898E+00,8.292148E+00
1.79520E-02,9.119883E+00,8.038242E+00
1.79520E-02,9.285898E+00,8.301914E+00
1.79760E-02,9.100352E+00,8.106602E+00
1.79760E-02,9.354258E+00,8.487461E+00
1.80000E-02,9.100352E+00,8.087070E+00
1.80000E-02,9.354258E+00,8.487461E+00
1.80240E-02,9.119883E+00,8.087070E+00
1.80240E-02,9.315195E+00,8.350742E+00
1.80480E-02,9.119883E+00,8.096836E+00
1.80480E-02,9.305430E+00,8.301914E+00
1.80720E-02,9.119883E+00,8.057773E+00
1.80720E-02,9.305430E+00,8.321445E+00
1.80960E-02,9.129648E+00,8.028477E+00
1.80960E-02,9.315195E+00,8.340977E+00
1.81200E-02,9.129648E+00,8.028477E+00
1.81200E-02,9.315195E+00,8.340977E+00
1.81440E-02,9.139414E+00,8.057773E+00
1.81440E-02,9.305430E+00,8.262852E+00
1.81680E-02,9.139414E+00,8.057773E+00
1.81680E-02,9.295664E+00,8.243320E+00
1.81920E-02,9.139414E+00,8.038242E+00
1.81920E-02,9.295664E+00,8.243320E+00
1.82160E-02,9.139414E+00,8.038242E+00
1.82160E-02,9.305430E+00,8.233555E+00
1.82400E-02,9.139414E+00,8.038242E+00
1.82400E-02,9.305430E+00,8.223789E+00
1.82640E-02,9.139414E+00,8.038242E+00
1.82640E-02,9.315195E+00,8.233555E+00
1.82880E-02,9.139414E+00,8.057773E+00
1.82880E-02,9.315195E+00,8.272617E+00
1.83120E-02,9.139414E+00,8.067539E+00
1.83120E-02,9.305430E+00,8.272617E+00
1.83360E-02,9.139414E+00,8.067539E+00
1.83360E-02,9.315195E+00,8.311680E+00
1.83600E-02,9.149180E+00,8.145664E+00
1.83600E-02,9.315195E+00,8.350742E+00
1.83840E-02,9.149180E+00,8.184727E+00
1.83840E-02,9.305430E+00,8.350742E+00
1.84080E-02,9.149180E+00,8.116367E+00
1.84080E-02,9.324961E+00,8.331211E+00
1.84320E-02,9.149180E+00,8.116367E+00
1.84320E-02,9.324961E+00,8.331211E+00
1.84560E-02,9.149180E+00,8.116367E+00
1.84560E-02,9.315195E+00,8.321445E+00
1.84800E-02,9.090586E+00,8.018711E+00
1.84800E-02,9.412852E+00,8.321445E+00
1.85040E-02,9.090586E+00,8.018711E+00
1.85040E-02,9.412852E+00,8.321445E+00
1.85280E-02,9.110117E+00,8.048008E+00
1.85280E-02,9.354258E+00,8.253086E+00
1.85520E-02,9.168711E+00,8.057773E+00
1.85520E-02,9.315195E+00,8.301914E+00
1.85760E-02,9.168711E+00,8.096836E+00
1.85760E-02,9.315195E+00,8.301914E+00
1.86000E-02,9.158945E+00,8.096836E+00
1.86000E-02,9.324961E+00,8.292148E+00
1.86240E-02,9.158945E+00,8.096836E+00
1.86240E-02,9.324961E+00,8.321445E+00
1.86480E-02,9.168711E+00,8.106602E+00
1.86480E-02,9.315195E+00,8.321445E+00
1.86720E-02,9.168711E+00,8.057773E+00
1.86720E-02,9.315195E+00,8.292148E+00
1.86960E-02,9.168711E+00,8.057773E+00
1.86960E-02,9.315195E+00,8.253086E+00
1.87200E-02,9.168711E+00,8.057773E+00
1.87200E-02,9.315195E+00,8.253086E+00
1.87440E-02,9.168711E+00,8.048008E+00
1.87440E-02,9.315195E+00,8.253086E+00
1.87680E-02,9.168711E+00,8.048008E+00
1.87680E-02,9.315195E+00,8.243320E+00
1.87920E-02,9.178477E+00,8.067539E+00
1.87920E-02,9.315195E+00,8.272617E+00
1.88160E-02,9.178477E+00,8.116367E+00
1.88160E-02,9.315195E+00,8.292148E+00
1.88400E-02,9.178477E+00,8.087070E+00
1.88400E-02,9.315195E+00,8.292148E+00
1.88640E-02,9.178477E+00,8.057773E+00
1.88640E-02,9.315195E+00,8.253086E+00
1.88880E-02,9.178477E+00,8.057773E+00
1.88880E-02,9.315195E+00,8.233555E+00
1.89120E-02,9.178477E+00,8.067539E+00
1.89120E-02,9.315195E+00,8.253086E+00
1.89360E-02,9.178477E+00,8.067539E+00
1.89360E-02,9.315195E+00,8.253086E+00
1.89600E-02,9.178477E+00,8.057773E+00
1.89600E-02,9.324961E+00,8.253086E+00
1.89840E-02,9.178477E+00,8.048008E+00
1.89840E-02,9.324961E+00,8.214023E+00
1.90080E-02,9.178477E+00,8.048008E+00
1.90080E-02,9.315195E+00,8.233555E+00
1.90320E-02,9.178477E+00,8.057773E+00
1.90320E-02,9.324961E+00,8.233555E+00
1.90560E-02,9.178477E+00,8.038242E+00
1.90560E-02,9.324961E+00,8.223789E+00
1.90800E-02,9.178477E+00,8.038242E+00
1.90800E-02,9.315195E+00,8.223789E+00
1.91040E-02,9.178477E+00,8.028477E+00
1.91040E-02,9.315195E+00,8.223789E+00
1.91280E-02,9.188242E+00,7.999180E+00
1.91280E-02,9.334727E+00,8.184727E+00
1.91520E-02,9.188242E+00,7.999180E+00
1.91520E-02,9.334727E+00,8.184727E+00
1.91760E-02,9.178477E+00,8.018711E+00
1.91760E-02,9.334727E+00,8.174961E+00
1.92000E-02,9.178477E+00,8.028477E+00
1.92000E-02,9.334727E+00,8.184727E+00
1.92240E-02,9.188242E+00,8.018711E+00
1.92240E-02,9.324961E+00,8.184727E+00
1.92480E-02,9.188242E+00,7.969883E+00
1.92480E-02,9.324961E+00,8.174961E+00
1.92720E-02,9.178477E+00,7.960117E+00
1.92720E-02,9.324961E+00,8.145664E+00
1.92960E-02,9.178477E+00,7.960117E+00
1.92960E-02,9.334727E+00,8.165195E+00
1.93200E-02,9.188242E+00,8.018711E+00
1.93200E-02,9.334727E+00,8.174961E+00
1.93440E-02,9.188242E+00,7.989414E+00
1.93440E-02,9.324961E+00,8.174961E+00
1.93680E-02,9.188242E+00,7.989414E+00
1.93680E-02,9.334727E+00,8.145664E+00
1.93920E-02,9.188242E+00,7.979648E+00
1.93920E-02,9.334727E+00,8.145664E+00
1.94160E-02,9.178477E+00,7.979648E+00
1.94160E-02,9.324961E+00,8.155430E+00
1.94400E-02,9.178477E+00,8.018711E+00
1.94400E-02,9.324961E+00,8.155430E+00
1.94640E-02,9.188242E+00,7.989414E+00
1.94640E-02,9.344492E+00,8.145664E+00
1.94880E-02,9.188242E+00,7.989414E+00
1.94880E-02,9.344492E+00,8.145664E+00
1.95120E-02,9.188242E+00,7.989414E+00
1.95120E-02,9.324961E+00,8.145664E+00
1.95360E-02,9.188242E+00,7.979648E+00
1.95360E-02,9.324961E+00,8.135898E+00
1.95600E-02,9.188242E+00,7.979648E+00
1.95600E-02,9.334727E+00,8.135898E+00
1.95840E-02,9.198008E+00,7.989414E+00
1.95840E-02,9.334727E+00,8.145664E+00
1.96080E-02,9.188242E+00,8.008945E+00
1.96080E-02,9.334727E+00,8.174961E+00
1.96320E-02,9.188242E+00,8.018711E+00
1.96320E-02,9.344492E+00,8.174961E+00
1.96560E-02,9.207773E+00,7.979648E+00
1.96560E-02,9.344492E+00,8.165195E+00
1.96800E-02,9.178477E+00,7.979648E+00
1.96800E-02,9.344492E+00,8.145664E+00
1.97040E-02,9.178477E+00,7.940586E+00
1.97040E-02,9.344492E+00,8.135898E+00
1.97280E-02,9.198008E+00,7.930820E+00
1.97280E-02,9.334727E+00,8.087070E+00
1.97520E-02,9.198008E+00,7.930820E+00
1.97520E-02,9.334727E+00,8.087070E+00
1.97760E-02,9.207773E+00,7.930820E+00
1.97760E-02,9.334727E+00,8.096836E+00
1.98000E-02,9.207773E+00,7.930820E+00
1.98000E-02,9.334727E+00,8.096836E+00
1.98240E-02,9.207773E+00,7.881992E+00
1.98240E-02,9.334727E+00,8.087070E+00
1.98480E-02,9.207773E+00,7.881992E+00
1.98480E-02,9.334727E+00,8.067539E+00
1.98720E-02,9.188242E+00,7.891758E+00
1.98720E-02,9.334727E+00,8.048008E+00
1.98960E-02,9.188242E+00,7.911289E+00
1.98960E-02,9.334727E+00,8.048008E+00
1.99200E-02,9.188242E+00,7.911289E+00
1.99200E-02,9.344492E+00,8.057773E+00
1.99440E-02,9.188242E+00,7.921055E+00
1.99440E-02,9.344492E+00,8.077305E+00
1.99680E-02,9.198008E+00,7.930820E+00
1.99680E-02,9.334727E+00,8.087070E+00
1.99920E-02,9.198008E+00,7.950352E+00
1.99920E-02,9.334727E+00,8.087070E+00
2.00160E-02,9.198008E+00,7.911289E+00
2.00160E-02,9.334727E+00,8.087070E+00
2.00400E-02,9.188242E+00,7.881992E+00
2.00400E-02,9.334727E+00,8.087070E+00
2.00640E-02,9.188242E+00,7.881992E+00
2.00640E-02,9.334727E+00,8.038242E+00
2.00880E-02,9.188242E+00,7.881992E+00
2.00880E-02,9.344492E+00,8.067539E+00
2.01120E-02,9.178477E+00,7.911289E+00
2.01120E-02,9.344492E+00,8.087070E+00
2.01360E-02,9.178477E+00,7.872227E+00
2.01360E-02,9.334727E+00,8.087070E+00
2.01600E-02,9.188242E+00,7.862461E+00
2.01600E-02,9.334727E+00,8.018711E+00
2.01840E-02,9.198008E+00,7.862461E+00
2.01840E-02,9.334727E+00,8.038242E+00
2.02080E-02,9.198008E+00,7.881992E+00
2.02080E-02,9.344492E+00,8.048008E+00
2.02320E-02,9.198008E+00,7.881992E+00
2.02320E-02,9.344492E+00,8.048008E+00
2.02560E-02,9.188242E+00,7.862461E+00
2.02560E-02,9.344492E+00,8.038242E+00
2.02800E-02,9.188242E+00,7.852695E+00
2.02800E-02,9.334727E+00,8.008945E+00
2.03040E-02,9.198008E+00,7.813633E+00
2.03040E-02,9.334727E+00,8.008945E+00
