in s,C1 in V
-3.3328464E-01,5.82617E+00
-3.3327540E-01,5.76758E+00
-3.3326616E-01,5.78711E+00
-3.3325692E-01,5.76758E+00
-3.3324768E-01,5.76758E+00
-3.3323844E-01,5.72852E+00
-3.3322920E-01,5.76758E+00
-3.3321996E-01,5.76758E+00
-3.3321072E-01,5.76758E+00
-3.3320148E-01,5.78711E+00
-3.3319224E-01,5.76758E+00
-3.3318300E-01,5.86523E+00
-3.3317376E-01,5.74805E+00
-3.3316452E-01,5.76758E+00
-3.3315528E-01,5.76758E+00
-3.3314604E-01,5.80664E+00
-3.3313680E-01,5.78711E+00
-3.3312756E-01,5.76758E+00
-3.3311832E-01,5.72852E+00
-3.3310908E-01,5.76758E+00
-3.3309984E-01,5.78711E+00
-3.3309060E-01,5.74805E+00
-3.3308136E-01,5.78711E+00
-3.3307212E-01,5.72852E+00
-3.3306288E-01,5.78711E+00
-3.3305364E-01,5.82617E+00
-3.3304440E-01,5.80664E+00
-3.3303516E-01,5.72852E+00
-3.3302592E-01,5.82617E+00
-3.3301668E-01,5.76758E+00
-3.3300744E-01,5.78711E+00
-3.3299820E-01,5.76758E+00
-3.3298896E-01,5.74805E+00
-3.3297972E-01,5.78711E+00
-3.3297048E-01,5.70898E+00
-3.3296124E-01,5.80664E+00
-3.3295200E-01,5.80664E+00
-3.3294276E-01,5.72852E+00
-3.3293352E-01,5.78711E+00
-3.3292428E-01,5.78711E+00
-3.3291504E-01,5.78711E+00
-3.3290580E-01,5.76758E+00
-3.3289656E-01,5.78711E+00
-3.3288732E-01,5.80664E+00
-3.3287808E-01,5.74805E+00
-3.3286884E-01,5.76758E+00
-3.3285960E-01,5.80664E+00
-3.3285036E-01,5.78711E+00
-3.3284112E-01,5.82617E+00
-3.3283188E-01,5.74805E+00
-3.3282264E-01,5.78711E+00
-3.3281340E-01,5.74805E+00
-3.3280416E-01,5.76758E+00
-3.3279492E-01,5.74805E+00
-3.3278568E-01,5.70898E+00
-3.3277644E-01,5.82617E+00
-3.3276720E-01,5.82617E+00
-3.3275796E-01,5.76758E+00
-3.3274872E-01,5.78711E+00
-3.3273948E-01,5.84570E+00
-3.3273024E-01,5.76758E+00
-3.3272100E-01,5.74805E+00
-3.3271176E-01,5.84570E+00
-3.3270252E-01,5.80664E+00
-3.3269328E-01,5.82617E+00
-3.3268404E-01,5.74805E+00
-3.3267480E-01,5.76758E+00
-3.3266556E-01,5.78711E+00
-3.3265632E-01,5.78711E+00
-3.3264708E-01,5.82617E+00
-3.3263784E-01,5.76758E+00
-3.3262860E-01,5.78711E+00
-3.3261936E-01,5.78711E+00
-3.3261012E-01,5.78711E+00
-3.3260088E-01,5.74805E+00
-3.3259164E-01,5.78711E+00
-3.3258240E-01,5.78711E+00
-3.3257316E-01,5.70898E+00
-3.3256392E-01,5.76758E+00
-3.3255468E-01,5.78711E+00
-3.3254544E-01,5.78711E+00
-3.3253620E-01,5.76758E+00
-3.3252696E-01,5.76758E+00
-3.3251772E-01,5.74805E+00
-3.3250848E-01,5.84570E+00
-3.3249924E-01,5.78711E+00
-3.3249000E-01,5.78711E+00
-3.3248076E-01,5.74805E+00
-3.3247152E-01,5.74805E+00
-3.3246228E-01,5.74805E+00
-3.3245304E-01,5.78711E+00
-3.3244380E-01,5.76758E+00
-3.3243456E-01,5.80664E+00
-3.3242532E-01,5.72852E+00
-3.3241608E-01,5.78711E+00
-3.3240684E-01,5.78711E+00
-3.3239760E-01,5.76758E+00
-3.3238836E-01,5.72852E+00
-3.3237912E-01,5.78711E+00
-3.3236988E-01,5.78711E+00
-3.3236064E-01,5.76758E+00
-3.3235140E-01,5.78711E+00
-3.3234216E-01,5.78711E+00
-3.3233292E-01,5.78711E+00
-3.3232368E-01,5.82617E+00
-3.3231444E-01,5.80664E+00
-3.3230520E-01,5.76758E+00
-3.3229596E-01,5.78711E+00
-3.3228672E-01,5.82617E+00
-3.3227748E-01,5.72852E+00
-3.3226824E-01,5.74805E+00
-3.3225900E-01,5.80664E+00
-3.3224976E-01,5.74805E+00
-3.3224052E-01,5.74805E+00
-3.3223128E-01,5.78711E+00
-3.3222204E-01,5.76758E+00
-3.3221280E-01,5.72852E+00
-3.3220356E-01,5.76758E+00
-3.3219432E-01,5.80664E+00
-3.3218508E-01,5.80664E+00
-3.3217584E-01,5.76758E+00
-3.3216660E-01,5.80664E+00
-3.3215736E-01,5.78711E+00
-3.3214812E-01,5.82617E+00
-3.3213888E-01,5.82617E+00
-3.3212964E-01,5.74805E+00
-3.3212040E-01,5.76758E+00
-3.3211116E-01,5.78711E+00
-3.3210192E-01,5.80664E+00
-3.3209268E-01,5.76758E+00
-3.3208344E-01,5.84570E+00
-3.3207420E-01,5.80664E+00
-3.3206496E-01,5.82617E+00
-3.3205572E-01,5.76758E+00
-3.3204648E-01,5.72852E+00
-3.3203724E-01,5.76758E+00
-3.3202800E-01,5.76758E+00
-3.3201876E-01,5.76758E+00
-3.3200952E-01,5.80664E+00
-3.3200028E-01,5.76758E+00
-3.3199104E-01,5.84570E+00
-3.3198180E-01,5.70898E+00
-3.3197256E-01,5.78711E+00
-3.3196332E-01,5.78711E+00
-3.3195408E-01,5.80664E+00
-3.3194484E-01,5.76758E+00
-3.3193560E-01,5.84570E+00
-3.3192636E-01,5.78711E+00
-3.3191712E-01,5.82617E+00
-3.3190788E-01,5.74805E+00
-3.3189864E-01,5.70898E+00
-3.3188940E-01,5.78711E+00
-3.3188016E-01,5.76758E+00
-3.3187092E-01,5.76758E+00
-3.3186168E-01,5.74805E+00
-3.3185244E-01,5.78711E+00
-3.3184320E-01,5.76758E+00
-3.3183396E-01,5.78711E+00
-3.3182472E-01,5.78711E+00
-3.3181548E-01,5.76758E+00
-3.3180624E-01,5.74805E+00
-3.3179700E-01,5.70898E+00
-3.3178776E-01,5.78711E+00
-3.3177852E-01,5.84570E+00
-3.3176928E-01,5.78711E+00
-3.3176004E-01,5.76758E+00
-3.3175080E-01,5.80664E+00
-3.3174156E-01,5.76758E+00
-3.3173232E-01,5.78711E+00
-3.3172308E-01,5.76758E+00
-3.3171384E-01,5.74805E+00
-3.3170460E-01,5.78711E+00
-3.3169536E-01,5.76758E+00
-3.3168612E-01,5.72852E+00
-3.3167688E-01,5.76758E+00
-3.3166764E-01,5.76758E+00
-3.3165840E-01,5.82617E+00
-3.3164916E-01,5.76758E+00
-3.3163992E-01,5.78711E+00
-3.3163068E-01,5.78711E+00
-3.3162144E-01,5.72852E+00
-3.3161220E-01,5.76758E+00
-3.3160296E-01,5.82617E+00
-3.3159372E-01,5.70898E+00
-3.3158448E-01,5.78711E+00
-3.3157524E-01,5.78711E+00
-3.3156600E-01,5.74805E+00
-3.3155676E-01,5.76758E+00
-3.3154752E-01,5.72852E+00
-3.3153828E-01,5.70898E+00
-3.3152904E-01,5.76758E+00
-3.3151980E-01,5.78711E+00
-3.3151056E-01,5.80664E+00
-3.3150132E-01,5.80664E+00
-3.3149208E-01,5.78711E+00
-3.3148284E-01,5.76758E+00
-3.3147360E-01,5.76758E+00
-3.3146436E-01,5.70898E+00
-3.3145512E-01,5.80664E+00
-3.3144588E-01,5.84570E+00
-3.3143664E-01,5.78711E+00
-3.3142740E-01,5.70898E+00
-3.3141816E-01,5.80664E+00
-3.3140892E-01,5.78711E+00
-3.3139968E-01,5.74805E+00
-3.3139044E-01,5.80664E+00
-3.3138120E-01,5.76758E+00
-3.3137196E-01,5.76758E+00
-3.3136272E-01,5.78711E+00
-3.3135348E-01,5.70898E+00
-3.3134424E-01,5.80664E+00
-3.3133500E-01,5.70898E+00
-3.3132576E-01,5.82617E+00
-3.3131652E-01,5.76758E+00
-3.3130728E-01,5.80664E+00
-3.3129804E-01,5.82617E+00
-3.3128880E-01,5.72852E+00
-3.3127956E-01,5.72852E+00
-3.3127032E-01,5.82617E+00
-3.3126108E-01,5.76758E+00
-3.3125184E-01,5.74805E+00
-3.3124260E-01,5.72852E+00
-3.3123336E-01,5.84570E+00
-3.3122412E-01,5.76758E+00
-3.3121488E-01,5.76758E+00
-3.3120564E-01,5.76758E+00
-3.3119640E-01,5.76758E+00
-3.3118716E-01,5.82617E+00
-3.3117792E-01,5.80664E+00
-3.3116868E-01,5.78711E+00
-3.3115944E-01,5.78711E+00
-3.3115020E-01,5.80664E+00
-3.3114096E-01,5.70898E+00
-3.3113172E-01,5.76758E+00
-3.3112248E-01,5.76758E+00
-3.3111324E-01,5.80664E+00
-3.3110400E-01,5.78711E+00
-3.3109476E-01,5.76758E+00
-3.3108552E-01,5.76758E+00
-3.3107628E-01,5.76758E+00
-3.3106704E-01,5.78711E+00
-3.3105780E-01,5.76758E+00
-3.3104856E-01,5.70898E+00
-3.3103932E-01,5.82617E+00
-3.3103008E-01,5.72852E+00
-3.3102084E-01,5.76758E+00
-3.3101160E-01,5.72852E+00
-3.3100236E-01,5.82617E+00
-3.3099312E-01,5.78711E+00
-3.3098388E-01,5.76758E+00
-3.3097464E-01,5.76758E+00
-3.3096540E-01,5.80664E+00
-3.3095616E-01,5.82617E+00
-3.3094692E-01,5.74805E+00
-3.3093768E-01,5.76758E+00
-3.3092844E-01,5.76758E+00
-3.3091920E-01,5.76758E+00
-3.3090996E-01,5.82617E+00
-3.3090072E-01,5.78711E+00
-3.3089148E-01,5.76758E+00
-3.3088224E-01,5.78711E+00
-3.3087300E-01,5.80664E+00
-3.3086376E-01,5.78711E+00
-3.3085452E-01,5.84570E+00
-3.3084528E-01,5.78711E+00
-3.3083604E-01,5.76758E+00
-3.3082680E-01,5.74805E+00
-3.3081756E-01,5.84570E+00
-3.3080832E-01,5.76758E+00
-3.3079908E-01,5.74805E+00
-3.3078984E-01,5.70898E+00
-3.3078060E-01,5.78711E+00
-3.3077136E-01,5.72852E+00
-3.3076212E-01,5.78711E+00
-3.3075288E-01,5.80664E+00
-3.3074364E-01,5.86523E+00
-3.3073440E-01,5.72852E+00
-3.3072516E-01,5.76758E+00
-3.3071592E-01,5.74805E+00
-3.3070668E-01,5.78711E+00
-3.3069744E-01,5.74805E+00
-3.3068820E-01,5.74805E+00
-3.3067896E-01,5.78711E+00
-3.3066972E-01,5.82617E+00
-3.3066048E-01,5.76758E+00
-3.3065124E-01,5.78711E+00
-3.3064200E-01,5.80664E+00
-3.3063276E-01,5.78711E+00
-3.3062352E-01,5.84570E+00
-3.3061428E-01,5.72852E+00
-3.3060504E-01,5.76758E+00
-3.3059580E-01,5.74805E+00
-3.3058656E-01,5.76758E+00
-3.3057732E-01,5.76758E+00
-3.3056808E-01,5.74805E+00
-3.3055884E-01,5.80664E+00
-3.3054960E-01,5.76758E+00
-3.3054036E-01,5.72852E+00
-3.3053112E-01,5.72852E+00
-3.3052188E-01,5.76758E+00
-3.3051264E-01,5.76758E+00
-3.3050340E-01,5.76758E+00
-3.3049416E-01,5.78711E+00
-3.3048492E-01,5.80664E+00
-3.3047568E-01,5.78711E+00
-3.3046644E-01,5.76758E+00
-3.3045720E-01,5.76758E+00
-3.3044796E-01,5.82617E+00
-3.3043872E-01,5.74805E+00
-3.3042948E-01,5.76758E+00
-3.3042024E-01,5.78711E+00
-3.3041100E-01,5.84570E+00
-3.3040176E-01,5.82617E+00
-3.3039252E-01,5.68945E+00
-3.3038328E-01,5.76758E+00
-3.3037404E-01,5.76758E+00
-3.3036480E-01,5.80664E+00
-3.3035556E-01,5.66992E+00
-3.3034632E-01,5.72852E+00
-3.3033708E-01,5.72852E+00
-3.3032784E-01,5.78711E+00
-3.3031860E-01,5.80664E+00
-3.3030936E-01,5.78711E+00
-3.3030012E-01,5.78711E+00
-3.3029088E-01,5.72852E+00
-3.3028164E-01,5.74805E+00
-3.3027240E-01,5.76758E+00
-3.3026316E-01,5.78711E+00
-3.3025392E-01,5.78711E+00
-3.3024468E-01,5.76758E+00
-3.3023544E-01,5.74805E+00
-3.3022620E-01,5.70898E+00
-3.3021696E-01,5.76758E+00
-3.3020772E-01,5.76758E+00
-3.3019848E-01,5.76758E+00
-3.3018924E-01,5.74805E+00
-3.3018000E-01,5.82617E+00
-3.3017076E-01,5.74805E+00
-3.3016152E-01,5.74805E+00
-3.3015228E-01,5.82617E+00
-3.3014304E-01,5.78711E+00
-3.3013380E-01,5.68945E+00
-3.3012456E-01,5.78711E+00
-3.3011532E-01,5.78711E+00
-3.3010608E-01,5.76758E+00
-3.3009684E-01,5.76758E+00
-3.3008760E-01,5.74805E+00
-3.3007836E-01,5.78711E+00
-3.3006912E-01,5.80664E+00
-3.3005988E-01,5.76758E+00
-3.3005064E-01,5.74805E+00
-3.3004140E-01,5.84570E+00
-3.3003216E-01,5.74805E+00
-3.3002292E-01,5.76758E+00
-3.3001368E-01,5.78711E+00
-3.3000444E-01,5.76758E+00
-3.2999520E-01,5.82617E+00
-3.2998596E-01,5.70898E+00
-3.2997672E-01,5.76758E+00
-3.2996748E-01,5.78711E+00
-3.2995824E-01,5.74805E+00
-3.2994900E-01,5.74805E+00
-3.2993976E-01,5.74805E+00
-3.2993052E-01,5.76758E+00
-3.2992128E-01,5.74805E+00
-3.2991204E-01,5.80664E+00
-3.2990280E-01,5.72852E+00
-3.2989356E-01,5.78711E+00
-3.2988432E-01,5.76758E+00
-3.2987508E-01,5.76758E+00
-3.2986584E-01,5.74805E+00
-3.2985660E-01,5.74805E+00
-3.2984736E-01,5.78711E+00
-3.2983812E-01,5.76758E+00
-3.2982888E-01,5.74805E+00
-3.2981964E-01,5.74805E+00
-3.2981040E-01,5.78711E+00
-3.2980116E-01,5.76758E+00
-3.2979192E-01,5.72852E+00
-3.2978268E-01,5.74805E+00
-3.2977344E-01,5.78711E+00
-3.2976420E-01,5.72852E+00
-3.2975496E-01,5.76758E+00
-3.2974572E-01,5.74805E+00
-3.2973648E-01,5.78711E+00
-3.2972724E-01,5.72852E+00
-3.2971800E-01,5.76758E+00
-3.2970876E-01,5.80664E+00
-3.2969952E-01,5.78711E+00
-3.2969028E-01,5.72852E+00
-3.2968104E-01,5.70898E+00
-3.2967180E-01,5.78711E+00
-3.2966256E-01,5.74805E+00
-3.2965332E-01,5.68945E+00
-3.2964408E-01,5.80664E+00
-3.2963484E-01,5.76758E+00
-3.2962560E-01,5.76758E+00
-3.2961636E-01,5.70898E+00
-3.2960712E-01,5.76758E+00
-3.2959788E-01,5.74805E+00
-3.2958864E-01,5.74805E+00
-3.2957940E-01,5.72852E+00
-3.2957016E-01,5.72852E+00
-3.2956092E-01,5.80664E+00
-3.2955168E-01,5.74805E+00
-3.2954244E-01,5.76758E+00
-3.2953320E-01,5.78711E+00
-3.2952396E-01,5.76758E+00
-3.2951472E-01,5.70898E+00
-3.2950548E-01,5.70898E+00
-3.2949624E-01,5.78711E+00
-3.2948700E-01,5.70898E+00
-3.2947776E-01,5.78711E+00
-3.2946852E-01,5.72852E+00
-3.2945928E-01,5.72852E+00
-3.2945004E-01,5.70898E+00
-3.2944080E-01,5.82617E+00
-3.2943156E-01,5.72852E+00
-3.2942232E-01,5.76758E+00
-3.2941308E-01,5.76758E+00
-3.2940384E-01,5.76758E+00
-3.2939460E-01,5.68945E+00
-3.2938536E-01,5.76758E+00
-3.2937612E-01,5.76758E+00
-3.2936688E-01,5.78711E+00
-3.2935764E-01,5.66992E+00
-3.2934840E-01,5.80664E+00
-3.2933916E-01,5.70898E+00
-3.2932992E-01,5.66992E+00
-3.2932068E-01,5.72852E+00
-3.2931144E-01,5.74805E+00
-3.2930220E-01,5.76758E+00
-3.2929296E-01,5.70898E+00
-3.2928372E-01,5.72852E+00
-3.2927448E-01,5.72852E+00
-3.2926524E-01,5.76758E+00
-3.2925600E-01,5.76758E+00
-3.2924676E-01,5.74805E+00
-3.2923752E-01,5.78711E+00
-3.2922828E-01,5.72852E+00
-3.2921904E-01,5.68945E+00
-3.2920980E-01,5.72852E+00
-3.2920056E-01,5.70898E+00
-3.2919132E-01,5.76758E+00
-3.2918208E-01,5.72852E+00
-3.2917284E-01,5.70898E+00
-3.2916360E-01,5.72852E+00
-3.2915436E-01,5.78711E+00
-3.2914512E-01,5.68945E+00
-3.2913588E-01,5.68945E+00
-3.2912664E-01,5.72852E+00
-3.2911740E-01,5.74805E+00
-3.2910816E-01,5.70898E+00
-3.2909892E-01,5.70898E+00
-3.2908968E-01,5.76758E+00
-3.2908044E-01,5.68945E+00
-3.2907120E-01,5.70898E+00
-3.2906196E-01,5.72852E+00
-3.2905272E-01,5.72852E+00
-3.2904348E-01,5.66992E+00
-3.2903424E-01,5.76758E+00
-3.2902500E-01,5.72852E+00
-3.2901576E-01,5.76758E+00
-3.2900652E-01,5.76758E+00
-3.2899728E-01,5.74805E+00
-3.2898804E-01,5.72852E+00
-3.2897880E-01,5.76758E+00
-3.2896956E-01,5.80664E+00
-3.2896032E-01,5.66992E+00
-3.2895108E-01,5.76758E+00
-3.2894184E-01,5.76758E+00
-3.2893260E-01,5.76758E+00
-3.2892336E-01,5.72852E+00
-3.2891412E-01,5.82617E+00
-3.2890488E-01,5.78711E+00
-3.2889564E-01,5.70898E+00
-3.2888640E-01,5.70898E+00
-3.2887716E-01,5.66992E+00
-3.2886792E-01,5.80664E+00
-3.2885868E-01,5.76758E+00
-3.2884944E-01,5.72852E+00
-3.2884020E-01,5.72852E+00
-3.2883096E-01,5.76758E+00
-3.2882172E-01,5.70898E+00
-3.2881248E-01,5.70898E+00
-3.2880324E-01,5.74805E+00
-3.2879400E-01,5.76758E+00
-3.2878476E-01,5.76758E+00
-3.2877552E-01,5.70898E+00
-3.2876628E-01,5.72852E+00
-3.2875704E-01,5.72852E+00
-3.2874780E-01,5.70898E+00
-3.2873856E-01,5.68945E+00
-3.2872932E-01,5.74805E+00
-3.2872008E-01,5.74805E+00
-3.2871084E-01,5.68945E+00
-3.2870160E-01,5.70898E+00
-3.2869236E-01,5.66992E+00
-3.2868312E-01,5.74805E+00
-3.2867388E-01,5.68945E+00
-3.2866464E-01,5.68945E+00
-3.2865540E-01,5.72852E+00
-3.2864616E-01,5.72852E+00
-3.2863692E-01,5.70898E+00
-3.2862768E-01,5.65039E+00
-3.2861844E-01,5.76758E+00
-3.2860920E-01,5.70898E+00
-3.2859996E-01,5.70898E+00
-3.2859072E-01,5.74805E+00
-3.2858148E-01,5.68945E+00
-3.2857224E-01,5.66992E+00
-3.2856300E-01,5.76758E+00
-3.2855376E-01,5.72852E+00
-3.2854452E-01,5.68945E+00
-3.2853528E-01,5.74805E+00
-3.2852604E-01,5.76758E+00
-3.2851680E-01,5.78711E+00
-3.2850756E-01,5.76758E+00
-3.2849832E-01,5.76758E+00
-3.2848908E-01,5.78711E+00
-3.2847984E-01,5.70898E+00
-3.2847060E-01,5.65039E+00
-3.2846136E-01,5.76758E+00
-3.2845212E-01,5.68945E+00
-3.2844288E-01,5.76758E+00
-3.2843364E-01,5.68945E+00
-3.2842440E-01,5.76758E+00
-3.2841516E-01,5.66992E+00
-3.2840592E-01,5.76758E+00
-3.2839668E-01,5.70898E+00
-3.2838744E-01,5.68945E+00
-3.2837820E-01,5.72852E+00
-3.2836896E-01,5.70898E+00
-3.2835972E-01,5.70898E+00
-3.2835048E-01,5.68945E+00
-3.2834124E-01,5.72852E+00
-3.2833200E-01,5.74805E+00
-3.2832276E-01,5.68945E+00
-3.2831352E-01,5.70898E+00
-3.2830428E-01,5.68945E+00
-3.2829504E-01,5.74805E+00
-3.2828580E-01,5.70898E+00
-3.2827656E-01,5.74805E+00
-3.2826732E-01,5.74805E+00
-3.2825808E-01,5.74805E+00
-3.2824884E-01,5.74805E+00
-3.2823960E-01,5.63086E+00
-3.2823036E-01,5.70898E+00
-3.2822112E-01,5.74805E+00
-3.2821188E-01,5.74805E+00
-3.2820264E-01,5.74805E+00
-3.2819340E-01,5.68945E+00
-3.2818416E-01,5.74805E+00
-3.2817492E-01,5.68945E+00
-3.2816568E-01,5.76758E+00
-3.2815644E-01,5.76758E+00
-3.2814720E-01,5.78711E+00
-3.2813796E-01,5.72852E+00
-3.2812872E-01,5.76758E+00
-3.2811948E-01,5.70898E+00
-3.2811024E-01,5.68945E+00
-3.2810100E-01,5.70898E+00
-3.2809176E-01,5.70898E+00
-3.2808252E-01,5.70898E+00
-3.2807328E-01,5.74805E+00
-3.2806404E-01,5.68945E+00
-3.2805480E-01,5.74805E+00
-3.2804556E-01,5.72852E+00
-3.2803632E-01,5.74805E+00
-3.2802708E-01,5.68945E+00
-3.2801784E-01,5.70898E+00
-3.2800860E-01,5.74805E+00
-3.2799936E-01,5.65039E+00
-3.2799012E-01,5.76758E+00
-3.2798088E-01,5.70898E+00
-3.2797164E-01,5.74805E+00
-3.2796240E-01,5.76758E+00
-3.2795316E-01,5.70898E+00
-3.2794392E-01,5.70898E+00
-3.2793468E-01,5.76758E+00
-3.2792544E-01,5.76758E+00
-3.2791620E-01,5.66992E+00
-3.2790696E-01,5.72852E+00
-3.2789772E-01,5.70898E+00
-3.2788848E-01,5.74805E+00
-3.2787924E-01,5.65039E+00
-3.2787000E-01,5.68945E+00
-3.2786076E-01,5.70898E+00
-3.2785152E-01,5.70898E+00
-3.2784228E-01,5.65039E+00
-3.2783304E-01,5.70898E+00
-3.2782380E-01,5.70898E+00
-3.2781456E-01,5.68945E+00
-3.2780532E-01,5.68945E+00
-3.2779608E-01,5.72852E+00
-3.2778684E-01,5.76758E+00
-3.2777760E-01,5.80664E+00
-3.2776836E-01,5.68945E+00
-3.2775912E-01,5.68945E+00
-3.2774988E-01,5.70898E+00
-3.2774064E-01,5.61133E+00
-3.2773140E-01,5.66992E+00
-3.2772216E-01,5.70898E+00
-3.2771292E-01,5.72852E+00
-3.2770368E-01,5.76758E+00
-3.2769444E-01,5.66992E+00
-3.2768520E-01,5.65039E+00
-3.2767596E-01,5.70898E+00
-3.2766672E-01,5.70898E+00
-3.2765748E-01,5.68945E+00
-3.2764824E-01,5.72852E+00
-3.2763900E-01,5.70898E+00
-3.2762976E-01,5.68945E+00
-3.2762052E-01,5.70898E+00
-3.2761128E-01,5.76758E+00
-3.2760204E-01,5.68945E+00
-3.2759280E-01,5.68945E+00
-3.2758356E-01,5.65039E+00
-3.2757432E-01,5.72852E+00
-3.2756508E-01,5.76758E+00
-3.2755584E-01,5.70898E+00
-3.2754660E-01,5.65039E+00
-3.2753736E-01,5.74805E+00
-3.2752812E-01,5.76758E+00
-3.2751888E-01,5.74805E+00
-3.2750964E-01,5.70898E+00
-3.2750040E-01,5.74805E+00
-3.2749116E-01,5.70898E+00
-3.2748192E-01,5.76758E+00
-3.2747268E-01,5.76758E+00
-3.2746344E-01,5.76758E+00
-3.2745420E-01,5.70898E+00
-3.2744496E-01,5.80664E+00
-3.2743572E-01,5.70898E+00
-3.2742648E-01,5.74805E+00
-3.2741724E-01,5.74805E+00
-3.2740800E-01,5.76758E+00
-3.2739876E-01,5.72852E+00
-3.2738952E-01,5.70898E+00
-3.2738028E-01,5.76758E+00
-3.2737104E-01,5.76758E+00
-3.2736180E-01,5.68945E+00
-3.2735256E-01,5.70898E+00
-3.2734332E-01,5.70898E+00
-3.2733408E-01,5.72852E+00
-3.2732484E-01,5.74805E+00
-3.2731560E-01,5.74805E+00
-3.2730636E-01,5.70898E+00
-3.2729712E-01,5.72852E+00
-3.2728788E-01,5.68945E+00
-3.2727864E-01,5.76758E+00
-3.2726940E-01,5.76758E+00
-3.2726016E-01,5.70898E+00
-3.2725092E-01,5.66992E+00
-3.2724168E-01,5.74805E+00
-3.2723244E-01,5.72852E+00
-3.2722320E-01,5.72852E+00
-3.2721396E-01,5.76758E+00
-3.2720472E-01,5.68945E+00
-3.2719548E-01,5.74805E+00
-3.2718624E-01,5.74805E+00
-3.2717700E-01,5.78711E+00
-3.2716776E-01,5.70898E+00
-3.2715852E-01,5.78711E+00
-3.2714928E-01,5.70898E+00
-3.2714004E-01,5.72852E+00
-3.2713080E-01,5.70898E+00
-3.2712156E-01,5.72852E+00
-3.2711232E-01,5.74805E+00
-3.2710308E-01,5.74805E+00
-3.2709384E-01,5.72852E+00
-3.2708460E-01,5.70898E+00
-3.2707536E-01,5.78711E+00
-3.2706612E-01,5.74805E+00
-3.2705688E-01,5.70898E+00
-3.2704764E-01,5.76758E+00
-3.2703840E-01,5.68945E+00
-3.2702916E-01,5.74805E+00
-3.2701992E-01,5.76758E+00
-3.2701068E-01,5.76758E+00
-3.2700144E-01,5.76758E+00
-3.2699220E-01,5.76758E+00
-3.2698296E-01,5.76758E+00
-3.2697372E-01,5.74805E+00
-3.2696448E-01,5.72852E+00
-3.2695524E-01,5.65039E+00
-3.2694600E-01,5.76758E+00
-3.2693676E-01,5.76758E+00
-3.2692752E-01,5.74805E+00
-3.2691828E-01,5.74805E+00
-3.2690904E-01,5.76758E+00
-3.2689980E-01,5.76758E+00
-3.2689056E-01,5.82617E+00
-3.2688132E-01,5.72852E+00
-3.2687208E-01,5.76758E+00
-3.2686284E-01,5.70898E+00
-3.2685360E-01,5.74805E+00
-3.2684436E-01,5.70898E+00
-3.2683512E-01,5.72852E+00
-3.2682588E-01,5.72852E+00
-3.2681664E-01,5.82617E+00
-3.2680740E-01,5.72852E+00
-3.2679816E-01,5.78711E+00
-3.2678892E-01,5.66992E+00
-3.2677968E-01,5.74805E+00
-3.2677044E-01,5.70898E+00
-3.2676120E-01,5.76758E+00
-3.2675196E-01,5.74805E+00
-3.2674272E-01,5.76758E+00
-3.2673348E-01,5.70898E+00
-3.2672424E-01,5.76758E+00
-3.2671500E-01,5.74805E+00
-3.2670576E-01,5.78711E+00
-3.2669652E-01,5.74805E+00
-3.2668728E-01,5.72852E+00
-3.2667804E-01,5.72852E+00
-3.2666880E-01,5.76758E+00
-3.2665956E-01,5.74805E+00
-3.2665032E-01,5.76758E+00
-3.2664108E-01,5.74805E+00
-3.2663184E-01,5.76758E+00
-3.2662260E-01,5.65039E+00
-3.2661336E-01,5.76758E+00
-3.2660412E-01,5.72852E+00
-3.2659488E-01,5.76758E+00
-3.2658564E-01,5.72852E+00
-3.2657640E-01,5.78711E+00
-3.2656716E-01,5.72852E+00
-3.2655792E-01,5.72852E+00
-3.2654868E-01,5.74805E+00
-3.2653944E-01,5.74805E+00
-3.2653020E-01,5.74805E+00
-3.2652096E-01,5.74805E+00
-3.2651172E-01,5.72852E+00
-3.2650248E-01,5.72852E+00
-3.2649324E-01,5.74805E+00
-3.2648400E-01,5.78711E+00
-3.2647476E-01,5.72852E+00
-3.2646552E-01,5.84570E+00
-3.2645628E-01,5.78711E+00
-3.2644704E-01,5.70898E+00
-3.2643780E-01,5.76758E+00
-3.2642856E-01,5.78711E+00
-3.2641932E-01,5.76758E+00
-3.2641008E-01,5.72852E+00
-3.2640084E-01,5.66992E+00
-3.2639160E-01,5.72852E+00
-3.2638236E-01,5.76758E+00
-3.2637312E-01,5.78711E+00
-3.2636388E-01,5.70898E+00
-3.2635464E-01,5.70898E+00
-3.2634540E-01,5.70898E+00
-3.2633616E-01,5.74805E+00
-3.2632692E-01,5.70898E+00
-3.2631768E-01,5.72852E+00
-3.2630844E-01,5.76758E+00
-3.2629920E-01,5.66992E+00
-3.2628996E-01,5.70898E+00
-3.2628072E-01,5.72852E+00
-3.2627148E-01,5.76758E+00
-3.2626224E-01,5.76758E+00
-3.2625300E-01,5.76758E+00
-3.2624376E-01,5.70898E+00
-3.2623452E-01,5.82617E+00
-3.2622528E-01,5.76758E+00
-3.2621604E-01,5.72852E+00
-3.2620680E-01,5.72852E+00
-3.2619756E-01,5.74805E+00
-3.2618832E-01,5.74805E+00
-3.2617908E-01,5.72852E+00
-3.2616984E-01,5.68945E+00
-3.2616060E-01,5.74805E+00
-3.2615136E-01,5.76758E+00
-3.2614212E-01,5.74805E+00
-3.2613288E-01,5.76758E+00
-3.2612364E-01,5.74805E+00
-3.2611440E-01,5.72852E+00
