in s,C1 in V
2.0317128E-01,1.28184E+01
2.0318052E-01,1.28770E+01
2.0318976E-01,1.28574E+01
2.0319900E-01,1.27988E+01
2.0320824E-01,1.28379E+01
2.0321748E-01,1.28574E+01
2.0322672E-01,1.28184E+01
2.0323596E-01,1.28184E+01
2.0324520E-01,1.27988E+01
2.0325444E-01,1.27598E+01
2.0326368E-01,1.28574E+01
2.0327292E-01,1.28770E+01
2.0328216E-01,1.27988E+01
2.0329140E-01,1.28184E+01
2.0330064E-01,1.28574E+01
2.0330988E-01,1.27988E+01
2.0331912E-01,1.28184E+01
2.0332836E-01,1.28184E+01
2.0333760E-01,1.27988E+01
2.0334684E-01,1.28184E+01
2.0335608E-01,1.27793E+01
2.0336532E-01,1.27988E+01
2.0337456E-01,1.28379E+01
2.0338380E-01,1.28965E+01
2.0339304E-01,1.27793E+01
2.0340228E-01,1.28184E+01
2.0341152E-01,1.27793E+01
2.0342076E-01,1.28184E+01
2.0343000E-01,1.27988E+01
2.0343924E-01,1.27793E+01
2.0344848E-01,1.27793E+01
2.0345772E-01,1.28770E+01
2.0346696E-01,1.28379E+01
2.0347620E-01,1.28184E+01
2.0348544E-01,1.27988E+01
2.0349468E-01,1.27988E+01
2.0350392E-01,1.27793E+01
2.0351316E-01,1.27598E+01
2.0352240E-01,1.28379E+01
2.0353164E-01,1.27793E+01
2.0354088E-01,1.28379E+01
2.0355012E-01,1.27988E+01
2.0355936E-01,1.27988E+01
2.0356860E-01,1.28379E+01
2.0357784E-01,1.28574E+01
2.0358708E-01,1.27988E+01
2.0359632E-01,1.28574E+01
2.0360556E-01,1.28184E+01
2.0361480E-01,1.27988E+01
2.0362404E-01,1.27793E+01
2.0363328E-01,1.27988E+01
2.0364252E-01,1.27402E+01
2.0365176E-01,1.28184E+01
2.0366100E-01,1.27988E+01
2.0367024E-01,1.28574E+01
2.0367948E-01,1.27598E+01
2.0368872E-01,1.27793E+01
2.0369796E-01,1.27988E+01
2.0370720E-01,1.27793E+01
2.0371644E-01,1.28379E+01
2.0372568E-01,1.27793E+01
2.0373492E-01,1.28574E+01
2.0374416E-01,1.27793E+01
2.0375340E-01,1.28184E+01
2.0376264E-01,1.27793E+01
2.0377188E-01,1.27988E+01
2.0378112E-01,1.27793E+01
2.0379036E-01,1.28379E+01
2.0379960E-01,1.28184E+01
2.0380884E-01,1.28184E+01
2.0381808E-01,1.27207E+01
2.0382732E-01,1.27988E+01
2.0383656E-01,1.28379E+01
2.0384580E-01,1.27598E+01
2.0385504E-01,1.27988E+01
2.0386428E-01,1.27598E+01
2.0387352E-01,1.27793E+01
2.0388276E-01,1.27598E+01
2.0389200E-01,1.28184E+01
2.0390124E-01,1.27988E+01
2.0391048E-01,1.27988E+01
2.0391972E-01,1.28184E+01
2.0392896E-01,1.28379E+01
2.0393820E-01,1.27988E+01
2.0394744E-01,1.27598E+01
2.0395668E-01,1.27207E+01
2.0396592E-01,1.27793E+01
2.0397516E-01,1.27988E+01
2.0398440E-01,1.27402E+01
2.0399364E-01,1.28574E+01
2.0400288E-01,1.27402E+01
2.0401212E-01,1.27988E+01
2.0402136E-01,1.27988E+01
2.0403060E-01,1.27402E+01
2.0403984E-01,1.28184E+01
2.0404908E-01,1.27793E+01
2.0405832E-01,1.27988E+01
2.0406756E-01,1.27793E+01
2.0407680E-01,1.27988E+01
2.0408604E-01,1.28184E+01
2.0409528E-01,1.27598E+01
2.0410452E-01,1.27988E+01
2.0411376E-01,1.28184E+01
2.0412300E-01,1.27793E+01
2.0413224E-01,1.27988E+01
2.0414148E-01,1.27793E+01
2.0415072E-01,1.27988E+01
2.0415996E-01,1.27793E+01
2.0416920E-01,1.27598E+01
2.0417844E-01,1.27988E+01
2.0418768E-01,1.27793E+01
2.0419692E-01,1.27988E+01
2.0420616E-01,1.27598E+01
2.0421540E-01,1.28379E+01
2.0422464E-01,1.27988E+01
2.0423388E-01,1.27988E+01
2.0424312E-01,1.27598E+01
2.0425236E-01,1.26816E+01
2.0426160E-01,1.27598E+01
2.0427084E-01,1.27402E+01
2.0428008E-01,1.27988E+01
2.0428932E-01,1.27793E+01
2.0429856E-01,1.27988E+01
2.0430780E-01,1.27598E+01
2.0431704E-01,1.27793E+01
2.0432628E-01,1.27793E+01
2.0433552E-01,1.27793E+01
2.0434476E-01,1.27402E+01
2.0435400E-01,1.28379E+01
2.0436324E-01,1.27988E+01
2.0437248E-01,1.28574E+01
2.0438172E-01,1.27402E+01
2.0439096E-01,1.27793E+01
2.0440020E-01,1.27793E+01
2.0440944E-01,1.27207E+01
2.0441868E-01,1.27988E+01
2.0442792E-01,1.27598E+01
2.0443716E-01,1.27793E+01
2.0444640E-01,1.27793E+01
2.0445564E-01,1.27207E+01
2.0446488E-01,1.27207E+01
2.0447412E-01,1.28379E+01
2.0448336E-01,1.27988E+01
2.0449260E-01,1.27793E+01
2.0450184E-01,1.27988E+01
2.0451108E-01,1.27988E+01
2.0452032E-01,1.27988E+01
2.0452956E-01,1.27402E+01
2.0453880E-01,1.27402E+01
2.0454804E-01,1.28184E+01
2.0455728E-01,1.27598E+01
2.0456652E-01,1.27598E+01
2.0457576E-01,1.27988E+01
2.0458500E-01,1.27793E+01
2.0459424E-01,1.27793E+01
2.0460348E-01,1.27402E+01
2.0461272E-01,1.27598E+01
2.0462196E-01,1.27598E+01
2.0463120E-01,1.27988E+01
2.0464044E-01,1.27402E+01
2.0464968E-01,1.27988E+01
2.0465892E-01,1.27402E+01
2.0466816E-01,1.27988E+01
2.0467740E-01,1.27988E+01
2.0468664E-01,1.27598E+01
2.0469588E-01,1.28184E+01
2.0470512E-01,1.27793E+01
2.0471436E-01,1.27988E+01
2.0472360E-01,1.27598E+01
2.0473284E-01,1.28379E+01
2.0474208E-01,1.27598E+01
2.0475132E-01,1.27598E+01
2.0476056E-01,1.27402E+01
2.0476980E-01,1.27598E+01
2.0477904E-01,1.27402E+01
2.0478828E-01,1.27598E+01
2.0479752E-01,1.27793E+01
2.0480676E-01,1.27793E+01
2.0481600E-01,1.27793E+01
2.0482524E-01,1.27598E+01
2.0483448E-01,1.27402E+01
2.0484372E-01,1.27988E+01
2.0485296E-01,1.27988E+01
2.0486220E-01,1.27988E+01
2.0487144E-01,1.27402E+01
2.0488068E-01,1.27598E+01
2.0488992E-01,1.27207E+01
2.0489916E-01,1.26816E+01
2.0490840E-01,1.27012E+01
2.0491764E-01,1.27598E+01
2.0492688E-01,1.27598E+01
2.0493612E-01,1.27402E+01
2.0494536E-01,1.27402E+01
2.0495460E-01,1.27012E+01
2.0496384E-01,1.27598E+01
2.0497308E-01,1.27793E+01
2.0498232E-01,1.27402E+01
2.0499156E-01,1.27402E+01
2.0500080E-01,1.27793E+01
2.0501004E-01,1.27988E+01
2.0501928E-01,1.27402E+01
2.0502852E-01,1.27598E+01
2.0503776E-01,1.27207E+01
2.0504700E-01,1.27402E+01
2.0505624E-01,1.27012E+01
2.0506548E-01,1.27598E+01
2.0507472E-01,1.27793E+01
2.0508396E-01,1.27598E+01
2.0509320E-01,1.27988E+01
2.0510244E-01,1.27207E+01
2.0511168E-01,1.27988E+01
2.0512092E-01,1.27402E+01
2.0513016E-01,1.27598E+01
2.0513940E-01,1.27793E+01
2.0514864E-01,1.27402E+01
2.0515788E-01,1.27598E+01
2.0516712E-01,1.27207E+01
2.0517636E-01,1.27012E+01
2.0518560E-01,1.27988E+01
2.0519484E-01,1.27402E+01
2.0520408E-01,1.27402E+01
2.0521332E-01,1.27793E+01
2.0522256E-01,1.27793E+01
2.0523180E-01,1.27988E+01
2.0524104E-01,1.27402E+01
2.0525028E-01,1.27207E+01
2.0525952E-01,1.27402E+01
2.0526876E-01,1.27793E+01
2.0527800E-01,1.27402E+01
2.0528724E-01,1.28379E+01
2.0529648E-01,1.27988E+01
2.0530572E-01,1.27988E+01
2.0531496E-01,1.27598E+01
2.0532420E-01,1.27793E+01
2.0533344E-01,1.27988E+01
2.0534268E-01,1.27988E+01
2.0535192E-01,1.26816E+01
2.0536116E-01,1.27988E+01
2.0537040E-01,1.27793E+01
2.0537964E-01,1.27402E+01
2.0538888E-01,1.27598E+01
2.0539812E-01,1.27207E+01
2.0540736E-01,1.27402E+01
2.0541660E-01,1.27988E+01
2.0542584E-01,1.27793E+01
2.0543508E-01,1.28184E+01
2.0544432E-01,1.27793E+01
2.0545356E-01,1.27402E+01
2.0546280E-01,1.27402E+01
2.0547204E-01,1.27598E+01
2.0548128E-01,1.27598E+01
2.0549052E-01,1.28184E+01
2.0549976E-01,1.27207E+01
2.0550900E-01,1.27598E+01
2.0551824E-01,1.28379E+01
2.0552748E-01,1.27207E+01
2.0553672E-01,1.28379E+01
2.0554596E-01,1.27988E+01
2.0555520E-01,1.28379E+01
2.0556444E-01,1.27988E+01
2.0557368E-01,1.27793E+01
2.0558292E-01,1.27793E+01
2.0559216E-01,1.27988E+01
2.0560140E-01,1.27598E+01
2.0561064E-01,1.27207E+01
2.0561988E-01,1.27793E+01
2.0562912E-01,1.27793E+01
2.0563836E-01,1.27012E+01
2.0564760E-01,1.27402E+01
2.0565684E-01,1.27793E+01
2.0566608E-01,1.27402E+01
2.0567532E-01,1.27988E+01
2.0568456E-01,1.27598E+01
2.0569380E-01,1.27402E+01
2.0570304E-01,1.27207E+01
2.0571228E-01,1.27207E+01
2.0572152E-01,1.27793E+01
2.0573076E-01,1.27207E+01
2.0574000E-01,1.27793E+01
2.0574924E-01,1.27988E+01
2.0575848E-01,1.27012E+01
2.0576772E-01,1.27207E+01
2.0577696E-01,1.27402E+01
2.0578620E-01,1.27402E+01
2.0579544E-01,1.27207E+01
2.0580468E-01,1.27793E+01
2.0581392E-01,1.27988E+01
2.0582316E-01,1.27402E+01
2.0583240E-01,1.27402E+01
2.0584164E-01,1.27012E+01
2.0585088E-01,1.26816E+01
2.0586012E-01,1.27988E+01
2.0586936E-01,1.27402E+01
2.0587860E-01,1.28379E+01
2.0588784E-01,1.27988E+01
2.0589708E-01,1.28379E+01
2.0590632E-01,1.27402E+01
2.0591556E-01,1.28379E+01
2.0592480E-01,1.27598E+01
2.0593404E-01,1.27402E+01
2.0594328E-01,1.27207E+01
2.0595252E-01,1.27207E+01
2.0596176E-01,1.27988E+01
2.0597100E-01,1.27598E+01
2.0598024E-01,1.27793E+01
2.0598948E-01,1.27012E+01
2.0599872E-01,1.27793E+01
2.0600796E-01,1.27793E+01
2.0601720E-01,1.27598E+01
2.0602644E-01,1.28379E+01
2.0603568E-01,1.27207E+01
2.0604492E-01,1.28379E+01
2.0605416E-01,1.27598E+01
2.0606340E-01,1.27988E+01
2.0607264E-01,1.27793E+01
2.0608188E-01,1.27402E+01
2.0609112E-01,1.27793E+01
2.0610036E-01,1.27793E+01
2.0610960E-01,1.27988E+01
2.0611884E-01,1.27598E+01
2.0612808E-01,1.27793E+01
2.0613732E-01,1.27988E+01
2.0614656E-01,1.27598E+01
2.0615580E-01,1.27402E+01
2.0616504E-01,1.27988E+01
2.0617428E-01,1.27988E+01
2.0618352E-01,1.27793E+01
2.0619276E-01,1.27988E+01
2.0620200E-01,1.27793E+01
2.0621124E-01,1.27402E+01
2.0622048E-01,1.27793E+01
2.0622972E-01,1.27988E+01
2.0623896E-01,1.27402E+01
2.0624820E-01,1.27598E+01
2.0625744E-01,1.27988E+01
2.0626668E-01,1.27988E+01
2.0627592E-01,1.27988E+01
2.0628516E-01,1.27207E+01
2.0629440E-01,1.27988E+01
2.0630364E-01,1.27207E+01
2.0631288E-01,1.27793E+01
2.0632212E-01,1.27793E+01
2.0633136E-01,1.27598E+01
2.0634060E-01,1.27402E+01
2.0634984E-01,1.27598E+01
2.0635908E-01,1.27793E+01
2.0636832E-01,1.27988E+01
2.0637756E-01,1.27598E+01
2.0638680E-01,1.27402E+01
2.0639604E-01,1.27598E+01
2.0640528E-01,1.28184E+01
2.0641452E-01,1.27207E+01
2.0642376E-01,1.27598E+01
2.0643300E-01,1.27207E+01
2.0644224E-01,1.27988E+01
2.0645148E-01,1.27793E+01
2.0646072E-01,1.27012E+01
2.0646996E-01,1.27988E+01
2.0647920E-01,1.27988E+01
2.0648844E-01,1.27598E+01
2.0649768E-01,1.27402E+01
2.0650692E-01,1.28379E+01
2.0651616E-01,1.27598E+01
2.0652540E-01,1.27988E+01
2.0653464E-01,1.27793E+01
2.0654388E-01,1.28379E+01
2.0655312E-01,1.27988E+01
2.0656236E-01,1.27402E+01
2.0657160E-01,1.27598E+01
2.0658084E-01,1.27988E+01
2.0659008E-01,1.27598E+01
2.0659932E-01,1.27793E+01
2.0660856E-01,1.28184E+01
2.0661780E-01,1.27988E+01
2.0662704E-01,1.27988E+01
2.0663628E-01,1.27402E+01
2.0664552E-01,1.27793E+01
2.0665476E-01,1.28184E+01
2.0666400E-01,1.28184E+01
2.0667324E-01,1.27793E+01
2.0668248E-01,1.27793E+01
2.0669172E-01,1.27988E+01
2.0670096E-01,1.27988E+01
2.0671020E-01,1.28574E+01
2.0671944E-01,1.27598E+01
2.0672868E-01,1.28184E+01
2.0673792E-01,1.28184E+01
2.0674716E-01,1.27793E+01
2.0675640E-01,1.27598E+01
2.0676564E-01,1.28379E+01
2.0677488E-01,1.27988E+01
2.0678412E-01,1.27793E+01
2.0679336E-01,1.27402E+01
2.0680260E-01,1.28184E+01
2.0681184E-01,1.27988E+01
2.0682108E-01,1.27598E+01
2.0683032E-01,1.27402E+01
2.0683956E-01,1.27988E+01
2.0684880E-01,1.27988E+01
2.0685804E-01,1.27598E+01
2.0686728E-01,1.27598E+01
2.0687652E-01,1.27402E+01
2.0688576E-01,1.27988E+01
2.0689500E-01,1.28574E+01
2.0690424E-01,1.27012E+01
2.0691348E-01,1.27598E+01
2.0692272E-01,1.27988E+01
2.0693196E-01,1.27988E+01
2.0694120E-01,1.27598E+01
2.0695044E-01,1.27402E+01
2.0695968E-01,1.27988E+01
2.0696892E-01,1.27988E+01
2.0697816E-01,1.27598E+01
2.0698740E-01,1.27598E+01
2.0699664E-01,1.28379E+01
2.0700588E-01,1.28184E+01
2.0701512E-01,1.27793E+01
2.0702436E-01,1.27598E+01
2.0703360E-01,1.27207E+01
2.0704284E-01,1.27988E+01
2.0705208E-01,1.27598E+01
2.0706132E-01,1.27793E+01
2.0707056E-01,1.27793E+01
2.0707980E-01,1.27988E+01
2.0708904E-01,1.27402E+01
2.0709828E-01,1.28184E+01
2.0710752E-01,1.27988E+01
2.0711676E-01,1.27988E+01
2.0712600E-01,1.27207E+01
2.0713524E-01,1.28379E+01
2.0714448E-01,1.27988E+01
2.0715372E-01,1.27793E+01
2.0716296E-01,1.27988E+01
2.0717220E-01,1.28379E+01
2.0718144E-01,1.27793E+01
2.0719068E-01,1.27598E+01
2.0719992E-01,1.27988E+01
2.0720916E-01,1.27402E+01
2.0721840E-01,1.28574E+01
2.0722764E-01,1.27793E+01
2.0723688E-01,1.27598E+01
2.0724612E-01,1.28184E+01
2.0725536E-01,1.27598E+01
2.0726460E-01,1.27988E+01
2.0727384E-01,1.27402E+01
2.0728308E-01,1.27598E+01
2.0729232E-01,1.27598E+01
2.0730156E-01,1.28379E+01
2.0731080E-01,1.27598E+01
2.0732004E-01,1.28184E+01
2.0732928E-01,1.27598E+01
2.0733852E-01,1.27988E+01
2.0734776E-01,1.27598E+01
2.0735700E-01,1.27793E+01
2.0736624E-01,1.27988E+01
2.0737548E-01,1.27402E+01
2.0738472E-01,1.28379E+01
2.0739396E-01,1.28574E+01
2.0740320E-01,1.28184E+01
2.0741244E-01,1.27793E+01
2.0742168E-01,1.28379E+01
2.0743092E-01,1.28574E+01
2.0744016E-01,1.27988E+01
2.0744940E-01,1.27988E+01
2.0745864E-01,1.27988E+01
2.0746788E-01,1.28184E+01
2.0747712E-01,1.27793E+01
2.0748636E-01,1.27988E+01
2.0749560E-01,1.27793E+01
2.0750484E-01,1.27793E+01
2.0751408E-01,1.27988E+01
2.0752332E-01,1.27988E+01
2.0753256E-01,1.27793E+01
2.0754180E-01,1.27988E+01
2.0755104E-01,1.27988E+01
2.0756028E-01,1.27598E+01
2.0756952E-01,1.27988E+01
2.0757876E-01,1.27988E+01
2.0758800E-01,1.27988E+01
2.0759724E-01,1.27793E+01
2.0760648E-01,1.27793E+01
2.0761572E-01,1.28184E+01
2.0762496E-01,1.28184E+01
2.0763420E-01,1.27793E+01
2.0764344E-01,1.27598E+01
2.0765268E-01,1.28184E+01
2.0766192E-01,1.27988E+01
2.0767116E-01,1.27793E+01
2.0768040E-01,1.27793E+01
2.0768964E-01,1.27402E+01
2.0769888E-01,1.27598E+01
2.0770812E-01,1.27988E+01
2.0771736E-01,1.27793E+01
2.0772660E-01,1.27793E+01
2.0773584E-01,1.27598E+01
2.0774508E-01,1.27793E+01
2.0775432E-01,1.27793E+01
2.0776356E-01,1.27598E+01
2.0777280E-01,1.27988E+01
2.0778204E-01,1.27598E+01
2.0779128E-01,1.27793E+01
2.0780052E-01,1.28184E+01
2.0780976E-01,1.27793E+01
2.0781900E-01,1.27598E+01
2.0782824E-01,1.27598E+01
2.0783748E-01,1.28379E+01
2.0784672E-01,1.27988E+01
2.0785596E-01,1.27988E+01
2.0786520E-01,1.27598E+01
2.0787444E-01,1.27793E+01
2.0788368E-01,1.28184E+01
2.0789292E-01,1.27988E+01
2.0790216E-01,1.27598E+01
2.0791140E-01,1.28379E+01
2.0792064E-01,1.27988E+01
2.0792988E-01,1.27402E+01
2.0793912E-01,1.27988E+01
2.0794836E-01,1.27598E+01
2.0795760E-01,1.27598E+01
2.0796684E-01,1.27793E+01
2.0797608E-01,1.27598E+01
2.0798532E-01,1.27793E+01
2.0799456E-01,1.28184E+01
2.0800380E-01,1.27988E+01
2.0801304E-01,1.27402E+01
2.0802228E-01,1.27793E+01
2.0803152E-01,1.28574E+01
2.0804076E-01,1.28379E+01
2.0805000E-01,1.27793E+01
2.0805924E-01,1.28574E+01
2.0806848E-01,1.27988E+01
2.0807772E-01,1.27793E+01
2.0808696E-01,1.27402E+01
2.0809620E-01,1.28379E+01
2.0810544E-01,1.27402E+01
2.0811468E-01,1.28184E+01
2.0812392E-01,1.27793E+01
2.0813316E-01,1.27793E+01
2.0814240E-01,1.27402E+01
2.0815164E-01,1.27598E+01
2.0816088E-01,1.27598E+01
2.0817012E-01,1.28184E+01
2.0817936E-01,1.27793E+01
2.0818860E-01,1.27207E+01
2.0819784E-01,1.28574E+01
2.0820708E-01,1.27793E+01
2.0821632E-01,1.27988E+01
2.0822556E-01,1.28184E+01
2.0823480E-01,1.28379E+01
2.0824404E-01,1.27598E+01
2.0825328E-01,1.27988E+01
2.0826252E-01,1.27793E+01
2.0827176E-01,1.27598E+01
2.0828100E-01,1.28770E+01
2.0829024E-01,1.27793E+01
2.0829948E-01,1.27793E+01
2.0830872E-01,1.27988E+01
2.0831796E-01,1.27598E+01
2.0832720E-01,1.28379E+01
2.0833644E-01,1.28379E+01
2.0834568E-01,1.27988E+01
2.0835492E-01,1.27988E+01
2.0836416E-01,1.28184E+01
2.0837340E-01,1.27402E+01
2.0838264E-01,1.27793E+01
2.0839188E-01,1.28184E+01
2.0840112E-01,1.27988E+01
2.0841036E-01,1.27598E+01
2.0841960E-01,1.27988E+01
2.0842884E-01,1.27988E+01
2.0843808E-01,1.27598E+01
2.0844732E-01,1.27793E+01
2.0845656E-01,1.27988E+01
2.0846580E-01,1.27207E+01
2.0847504E-01,1.27598E+01
2.0848428E-01,1.27988E+01
2.0849352E-01,1.27402E+01
2.0850276E-01,1.28379E+01
2.0851200E-01,1.27598E+01
2.0852124E-01,1.27988E+01
2.0853048E-01,1.27793E+01
2.0853972E-01,1.27793E+01
2.0854896E-01,1.27793E+01
2.0855820E-01,1.27598E+01
2.0856744E-01,1.27598E+01
2.0857668E-01,1.27988E+01
2.0858592E-01,1.27598E+01
2.0859516E-01,1.27988E+01
2.0860440E-01,1.27598E+01
2.0861364E-01,1.27402E+01
2.0862288E-01,1.27598E+01
2.0863212E-01,1.27988E+01
2.0864136E-01,1.27598E+01
2.0865060E-01,1.27598E+01
2.0865984E-01,1.28379E+01
2.0866908E-01,1.27402E+01
2.0867832E-01,1.27598E+01
2.0868756E-01,1.27598E+01
2.0869680E-01,1.27988E+01
2.0870604E-01,1.27988E+01
2.0871528E-01,1.28184E+01
2.0872452E-01,1.28574E+01
2.0873376E-01,1.28379E+01
2.0874300E-01,1.27793E+01
2.0875224E-01,1.27793E+01
2.0876148E-01,1.27793E+01
2.0877072E-01,1.27598E+01
2.0877996E-01,1.27988E+01
2.0878920E-01,1.27793E+01
2.0879844E-01,1.27793E+01
2.0880768E-01,1.27793E+01
2.0881692E-01,1.28184E+01
2.0882616E-01,1.27402E+01
2.0883540E-01,1.27793E+01
2.0884464E-01,1.27207E+01
2.0885388E-01,1.27402E+01
2.0886312E-01,1.27793E+01
2.0887236E-01,1.27402E+01
2.0888160E-01,1.27793E+01
2.0889084E-01,1.27988E+01
2.0890008E-01,1.27598E+01
2.0890932E-01,1.27988E+01
2.0891856E-01,1.27793E+01
2.0892780E-01,1.28184E+01
2.0893704E-01,1.27598E+01
2.0894628E-01,1.27598E+01
2.0895552E-01,1.28574E+01
2.0896476E-01,1.28379E+01
2.0897400E-01,1.27793E+01
2.0898324E-01,1.27793E+01
2.0899248E-01,1.27988E+01
2.0900172E-01,1.27402E+01
2.0901096E-01,1.27402E+01
2.0902020E-01,1.28184E+01
2.0902944E-01,1.27988E+01
2.0903868E-01,1.28379E+01
2.0904792E-01,1.27598E+01
2.0905716E-01,1.27598E+01
2.0906640E-01,1.27988E+01
2.0907564E-01,1.27793E+01
2.0908488E-01,1.27793E+01
2.0909412E-01,1.27793E+01
2.0910336E-01,1.27598E+01
2.0911260E-01,1.28379E+01
2.0912184E-01,1.27207E+01
2.0913108E-01,1.28184E+01
2.0914032E-01,1.27012E+01
2.0914956E-01,1.27793E+01
2.0915880E-01,1.28379E+01
2.0916804E-01,1.27988E+01
2.0917728E-01,1.27793E+01
2.0918652E-01,1.27598E+01
2.0919576E-01,1.28184E+01
2.0920500E-01,1.28379E+01
2.0921424E-01,1.27402E+01
2.0922348E-01,1.27793E+01
2.0923272E-01,1.27793E+01
2.0924196E-01,1.27793E+01
2.0925120E-01,1.27598E+01
2.0926044E-01,1.27988E+01
2.0926968E-01,1.27012E+01
2.0927892E-01,1.27793E+01
2.0928816E-01,1.27988E+01
2.0929740E-01,1.27988E+01
2.0930664E-01,1.27793E+01
2.0931588E-01,1.27793E+01
2.0932512E-01,1.27988E+01
2.0933436E-01,1.27988E+01
2.0934360E-01,1.27598E+01
2.0935284E-01,1.27207E+01
2.0936208E-01,1.27793E+01
2.0937132E-01,1.27598E+01
2.0938056E-01,1.27793E+01
2.0938980E-01,1.27598E+01
2.0939904E-01,1.27012E+01
2.0940828E-01,1.27598E+01
2.0941752E-01,1.27402E+01
2.0942676E-01,1.27988E+01
2.0943600E-01,1.27402E+01
2.0944524E-01,1.27793E+01
2.0945448E-01,1.27793E+01
2.0946372E-01,1.27598E+01
2.0947296E-01,1.27793E+01
2.0948220E-01,1.27988E+01
2.0949144E-01,1.27012E+01
2.0950068E-01,1.27793E+01
2.0950992E-01,1.28770E+01
2.0951916E-01,1.27988E+01
2.0952840E-01,1.28379E+01
2.0953764E-01,1.27598E+01
2.0954688E-01,1.27793E+01
2.0955612E-01,1.27793E+01
2.0956536E-01,1.27793E+01
2.0957460E-01,1.27793E+01
2.0958384E-01,1.27207E+01
2.0959308E-01,1.27988E+01
2.0960232E-01,1.27793E+01
2.0961156E-01,1.28184E+01
2.0962080E-01,1.28184E+01
2.0963004E-01,1.27402E+01
2.0963928E-01,1.27793E+01
2.0964852E-01,1.27598E+01
2.0965776E-01,1.27988E+01
2.0966700E-01,1.27402E+01
2.0967624E-01,1.27598E+01
2.0968548E-01,1.27988E+01
2.0969472E-01,1.28574E+01
2.0970396E-01,1.27207E+01
2.0971320E-01,1.27402E+01
2.0972244E-01,1.27793E+01
2.0973168E-01,1.27207E+01
2.0974092E-01,1.27598E+01
2.0975016E-01,1.27402E+01
2.0975940E-01,1.27988E+01
2.0976864E-01,1.27793E+01
2.0977788E-01,1.27793E+01
2.0978712E-01,1.27402E+01
2.0979636E-01,1.27793E+01
2.0980560E-01,1.27988E+01
2.0981484E-01,1.27402E+01
2.0982408E-01,1.27598E+01
2.0983332E-01,1.27598E+01
2.0984256E-01,1.27988E+01
2.0985180E-01,1.28379E+01
2.0986104E-01,1.27793E+01
2.0987028E-01,1.27988E+01
2.0987952E-01,1.28379E+01
2.0988876E-01,1.27598E+01
2.0989800E-01,1.28184E+01
2.0990724E-01,1.27988E+01
2.0991648E-01,1.27988E+01
2.0992572E-01,1.27988E+01
2.0993496E-01,1.28379E+01
2.0994420E-01,1.27988E+01
2.0995344E-01,1.28379E+01
2.0996268E-01,1.27988E+01
2.0997192E-01,1.27598E+01
2.0998116E-01,1.28184E+01
2.0999040E-01,1.27793E+01
2.0999964E-01,1.27793E+01
2.1000888E-01,1.27988E+01
2.1001812E-01,1.27988E+01
2.1002736E-01,1.27988E+01
2.1003660E-01,1.27988E+01
2.1004584E-01,1.27598E+01
2.1005508E-01,1.27402E+01
2.1006432E-01,1.27793E+01
2.1007356E-01,1.27988E+01
2.1008280E-01,1.27793E+01
2.1009204E-01,1.27598E+01
2.1010128E-01,1.27793E+01
2.1011052E-01,1.27988E+01
2.1011976E-01,1.26816E+01
2.1012900E-01,1.27793E+01
2.1013824E-01,1.27988E+01
2.1014748E-01,1.27402E+01
2.1015672E-01,1.27207E+01
2.1016596E-01,1.28184E+01
2.1017520E-01,1.28184E+01
2.1018444E-01,1.27988E+01
2.1019368E-01,1.27793E+01
2.1020292E-01,1.27207E+01
2.1021216E-01,1.28379E+01
2.1022140E-01,1.27988E+01
2.1023064E-01,1.28184E+01
2.1023988E-01,1.27793E+01
2.1024912E-01,1.27988E+01
2.1025836E-01,1.28184E+01
2.1026760E-01,1.27598E+01
2.1027684E-01,1.27598E+01
2.1028608E-01,1.27793E+01
2.1029532E-01,1.27793E+01
2.1030456E-01,1.28574E+01
2.1031380E-01,1.28184E+01
2.1032304E-01,1.27598E+01
2.1033228E-01,1.27988E+01
2.1034152E-01,1.27598E+01
2.1035076E-01,1.27988E+01
2.1036000E-01,1.27988E+01
2.1036924E-01,1.27988E+01
2.1037848E-01,1.28574E+01
2.1038772E-01,1.28379E+01
2.1039696E-01,1.27988E+01
2.1040620E-01,1.27988E+01
2.1041544E-01,1.27988E+01
2.1042468E-01,1.27793E+01
2.1043392E-01,1.28379E+01
2.1044316E-01,1.27793E+01
2.1045240E-01,1.27793E+01
2.1046164E-01,1.27988E+01
2.1047088E-01,1.28184E+01
2.1048012E-01,1.28379E+01
2.1048936E-01,1.28184E+01
2.1049860E-01,1.27988E+01
2.1050784E-01,1.27988E+01
2.1051708E-01,1.27988E+01
2.1052632E-01,1.27988E+01
2.1053556E-01,1.27988E+01
2.1054480E-01,1.27988E+01
2.1055404E-01,1.27793E+01
2.1056328E-01,1.27598E+01
2.1057252E-01,1.27598E+01
2.1058176E-01,1.27988E+01
2.1059100E-01,1.28184E+01
2.1060024E-01,1.28379E+01
2.1060948E-01,1.27598E+01
2.1061872E-01,1.27988E+01
2.1062796E-01,1.28184E+01
2.1063720E-01,1.27598E+01
2.1064644E-01,1.27988E+01
2.1065568E-01,1.27793E+01
2.1066492E-01,1.28379E+01
2.1067416E-01,1.27012E+01
2.1068340E-01,1.27793E+01
2.1069264E-01,1.28574E+01
2.1070188E-01,1.27988E+01
2.1071112E-01,1.27598E+01
2.1072036E-01,1.28379E+01
2.1072960E-01,1.27988E+01
2.1073884E-01,1.28184E+01
2.1074808E-01,1.27207E+01
2.1075732E-01,1.27793E+01
2.1076656E-01,1.28184E+01
